d_codigo,d_asenta,c_mnpio
63928,El Llano,2
63950,Ixtlán del Río Centro,6
63953,La Huerta,6
63953,Las Arboledas,6
63954,Esteban Baca Calderón,6
63954,Juárez,6
63954,Juan Zamora,6
63954,10 de Mayo,6
63954,López Portillo,6
63954,Emiliano Zapata,6
63954,Cristo Rey,6
63955,Emilio M. González,6
63955,Carmen Romano,6
63956,Las 7 Esquinas,6
63956,Barrio Nuevo,6
63956,Los Leones,6
63957,Las Flores,6
63957,Amado Nervo,6
63958,Moderna,6
63958,El Pinar,6
63958,Revolución,6
63958,Fátima,6
63959,Everardo Peña Navarro,6
63959,Morelos,6
63959,Independencia,6
63959,Santo Santiago,6
63959,Eulogio Parra,6
63959,Ernesto Che Guevara,6
63959,Juan Escutia,6
63959,Los Arcos,6
63960,Pueblo Nuevo,3
63960,Ruben Martín Atalay,3
63960,Loma Linda,3
63963,La Otra Banda,3
63963,Colinas del Nayar,3
64000,Monterrey Centro,39
64010,Obrera,39
64020,Gonzalitos,39
64020,Mitras Sur,39
64030,Chepevera,39
64030,Lomas,39
64040,Deportivo Obispado,39
64040,María Luisa,39
64040,Unidad Aldama,39
64049,Exseminario,39
64050,Jardín,39
64050,Jardines del Cerro,39
64060,Obispado,39
64070,Mirador,39
64100,Barrio Antiguo,39
64100,San Bernabé,39
64102,Barrio Chapultepec Sur,39
64102,Barrio Aztlán,39
64102,Barrio Moderna,39
64102,Barrio Puerta del Sol,39
64102,Barrio del Parque,39
64102,Barrio del Prado,39
64102,Barrio Acero,39
64102,Barrio Santa Isabel,39
64102,Barrio San Luis,39
64102,Barrio Margaritas,39
64102,Barrio San Pedro,39
64102,Barrio Estrella Norte y Sur,39
64102,Barrio Chapultepec Norte,39
64102,Villas de San Bernabé,39
64102,Barrio de la Industria,39
64102,Barrio San Carlos,39
64102,Barrio Topo Chico,39
64103,2 de Octubre,39
64103,La Realidad,39
64103,Los Naranjos,39
64103,San Juan de Guadalupe,39
64103,Rincón de San Bernabé,39
64103,Riveras del Río,39
64103,San Bernabé Topo Chico,39
64103,San David I (P-33),39
64103,Aniceto Corpus,39
64103,"Las Fuentes (P-53, 54, 134)",39
64103,"San Rodolfo Uno (P-89, 139)",39
64103,Venustiano Carranza Sector la Alianza,39
64103,Cuauhtémoc,39
64103,José María Morelos,39
64103,Ignacio Manuel Altamirano,39
64103,Madero,39
64103,Profesor Miguel Ramos Arizpe,39
64103,Diego de Montemayor,39
64103,Lorenzo Garza (P-1),39
64103,Martín de Zavala (P-34),39
64103,Jerónimo Treviño (P-35),39
64103,Alfonso Reyes (P-38),39
64103,Vicente Suárez,39
64103,La Alianza Trazo Marco (P- 52),39
64103,La Alianza Trazo Mao (P- 46),39
64103,Santa Ana (P-63),39
64103,Valles de San Bernabé III,39
64103,Valles de San Bernabé I,39
64103,Arboledas de Escobedo (P-44),39
64103,"San Pedro (P-72, 76, 736)",39
64103,La Alianza Trazo Barrón (P- 93),39
64103,San Antonio (P-37),39
64103,"El Palmar (P-96, 141)",39
64103,Las Torres,39
64103,Los Nogales III (P-102),39
64103,La Alianza Trazo Rosario (P- 90),39
64103,Portales de San Bernabé,39
64103,"Los Nogales I y II (P-98, 109)",39
64103,San Isidro (P-108),39
64103,Ingeniero José María Maldonado Tijerina,39
64103,San Gabriel,39
64103,Arboledas de San Bernabe,39
64103,Urbi Villa Colonial,39
64103,Ampliación Nogales (P-87),39
64103,Jardines de la Alianza,39
64103,"Los Ángeles (P-49, 50, 133)",39
64103,Paseo de San Bernabé,39
64103,Periodistas de México Primera Etapa,39
64103,Villas de la Alianza,39
64103,Balcones de San Bernabé,39
64103,Misión San Bernabé,39
64103,Prados San Bernabé,39
64103,Homero López Ortiz,39
64103,La Alianza Trazo de A (P-28),39
64103,La Alianza Trazo Marcelino (P-130),39
64103,Villas de San Agustín,39
64103,Villas de San Sebastián,39
64103,Villas del Carmen,39
64103,María Leija Briones,39
64103,Periodistas,39
64103,Unión Antorchista,39
64104,San Bernabé II (F-120),39
64104,San Bernabé III,39
64104,San Bernabé IV (F-124),39
64105,San Bernabé IX  (F-112),39
64105,San Bernabé X (F-113),39
64105,San Bernabé XII (F-115),39
64106,San Bernabé XIII (F-116),39
64106,San Bernabé XIV (F-109),39
64106,San Bernabé XV (F-119),39
64107,Colina de San Bernabé (F-25),39
64108,Plutarco Elías Calles,39
64109,San Bernabé (F-51),39
64109,San Bernabé (F-105),39
64109,3 de Febrero,39
64110,Madre Selva,39
64116,Villa Cumbres,39
64116,Lomas de Cumbres,39
64117,Colinas de Valle Verde,39
64117,Valle Verde Segundo Sector,39
64117,Balcones de las Mitras,39
64118,Paseo de las Mitras,39
64119,Fidel Velázquez (SNAT),39
64120,Loma Linda,39
64130,Villa Alegre,39
64130,Lomas de Villa Alegre,39
64140,Lomas Modelo,39
64140,Valle de Santa Lucía (Granja Sanitaria),39
64145,Paso del Águila,39
64148,Genaro Rojas Vázquez,39
64150,Álvaro Obregón,39
64150,Santa Cecilia,39
64150,Villa Santa Cecilia,39
64157,Valle Santa Cecilia,39
64157,Rincón Santa Cecilia,39
64158,Lomas de Santa Cecilia,39
64159,Cerritos Modelo (F-76),39
64159,Mitra Dorada,39
64159,Lomas Modelo Norte,39
64160,16 de Septiembre,39
64160,Jardín Modelo,39
64160,Nueva Galicia,39
64160,Nueva Modelo (F-8),39
64160,15 de Marzo,39
64160,Santa Cruz (F- 10),39
64160,Esperanza o Peña Elizondo,39
64165,Residencial Raúl Rangel Frías,39
64165,Unión de Fierreros,39
64167,Lomas de La Unidad Modelo,39
64168,Abelardo Zapata,39
64170,Felipe Ángeles,39
64170,San Francisco de Asís,39
64170,Villa Mitras,39
64170,Condocasa Mitras,39
64178,Bortoní,39
64180,Del Maestro,39
64180,Morelos,39
64180,Nueva Morelos,39
64180,Valle Morelos,39
64186,5 de Mayo,39
64190,Central,39
64204,Valle de San Martín (F-24),39
64205,Lomas de Topo Chico,39
64206,El Porvenir,39
64206,Laderas del Topo Chico (F-23),39
64208,Conquistadores,39
64210,Articulo 27 (F-96),39
64210,Fomerrey,39
64210,Dif (F-15),39
64210,San Martín,39
64210,7 de Noviembre (F-82),39
64215,Libertadores de América,39
64215,René Álvarez,39
64215,Balcones de Aztlán,39
64215,23 de Marzo,39
64217,San Bernabé VIII (F-125),39
64217,PROVILEON San Bernabé,39
64218,Benito Juárez (Tiraderos de Basura),39
64218,Municipal Ampliación,39
64219,Gloria Mendiola (Tierra Propia),39
64219,Felipe Zambrano,39
64220,Lomas de San Martín,39
64220,1 de Mayo (F-97),39
64225,5 de Mayo (F-93),39
64226,La Amistad,39
64227,Villa San Ángel Topo Chico,39
64228,Francisco Villa,39
64229,19 de Abril,39
64229,Oscar Herrera Hosking,39
64230,San Ángel (F-78),39
64233,Fray Servando Teresa de Mier (F-6),39
64234,18 de Febrero,39
64235,Las Pedreras,39
64235,Salvador Allende,39
64236,Tierra y Libertad Sector Heróico,39
64237,Fomerrey Sector Poniente,39
64237,La Esperanza (Tierra Propia),39
64238,Predio Zapata,39
64240,Francisco González Bocanegra,39
64240,Los Dorados,39
64240,Moctezuma,39
64240,Rafael Buelna,39
64240,21 de Marzo 2 Sector,39
64240,Mártires de San Cosme,39
64244,Tierra y Libertad Sector Sur,39
64245,CNOP,39
64246,Tierra y Libertad Sector Centro,39
64247,Plan de San Luis,39
64248,Madero,39
64249,Unidad Reforma Urbana,39
64249,Tierra y Libertad Sector Norte,39
64250,Ferrocarrilera,39
64250,Josefa Ortiz de Domínguez,39
64250,Loma Bonita,39
64250,Pablo González,39
64250,Residencial Aztlán,39
64250,Valle del Topo Chico Sexto Sector,39
64250,Flores Magón 3 Sector,39
64250,Unión Benito Garza Cantú,39
64258,Carmen Serdán,39
64259,Valle del Topo Chico,39
64260,Constituyentes del 57,39
64260,Héroe de Nacozari,39
64260,Hogares Ferrocarrileros,39
64260,Kennedy,39
64260,Lomas de Anáhuac,39
64260,Luis Echeverría (F-75),39
64260,Nogales Topo Chico,39
64260,Topo Chico,39
64260,INFONAVIT Hogares Ferrocarrileros,39
64264,La Meseta,39
64265,Ávila Camacho,39
64265,Unión Benito Juárez,39
64265,Cándido Díaz,39
64266,Belisario Domínguez,39
64266,Nueva Topo Chico,39
64268,4 de Diciembre,39
64268,Unión Cuauhtémoc,39
64268,Primero de Junio,39
64268,10 de Junio,39
64268,División del Norte,39
64269,Lázaro Cárdenas,39
64270,San José,39
64270,Santa Fe Nor Poniente,39
64270,Simón Bolívar,39
64270,Plaza Insurgentes,39
64280,Narciso Mendoza,39
64280,Niño Artillero,39
64280,Pueblo Quieto,39
64290,Hidalgo,39
64290,Popular,39
64290,Regina,39
64299,Predio Estrella,39
64300,Jardín de las Mitras,39
64300,Valle de las Mitras,39
64310,Residencial Abraham Lincoln,39
64310,Premier Lincoln,39
64310,Torres Lincoln,39
64320,Mitras Norte,39
64330,Francisco García Naranjo (PROVILEON),39
64330,San Jorge,39
64330,Francisco García Naranjo (INDECO),39
64339,Valle Verde Tercer Sector,39
64340,Hacienda Mitras,39
64340,Cumbres Elite Sector la Hacienda,39
64344,Pedregal Cumbres,39
64346,Hacienda Santa Clara,39
64346,Cumbres Providencia,39
64347,Cumbres Quinta Real,39
64347,Valle de las Cumbres Primer Sector,39
64347,Jardines de las Cumbres,39
64347,Cumbres Oro Residencial,39
64347,Cumbres Oro Sector Regency,39
64347,Misión Cumbres 2 Sector,39
64347,Valle de las Cumbres Segundo Sector,39
64348,Mirador de las Mitras,39
64348,Misión de las Cumbres,39
64348,Portal de Cumbres,39
64349,Colonial Cumbres,39
64349,Cumbres las Palmas,39
64349,Cumbres Platinum,39
64360,Cumbres Campanario,39
64360,Valle Verde Primer Sector,39
64360,Villa Dorada,39
64365,Patronato Cruz Verde,39
64366,Cima de las Cumbres,39
64367,La Esperanza,39
64367,La Escondida Centro Urbano,39
64367,Cumbres Sector la Esperanza,39
64368,Rincón de las Cumbres,39
64369,Valle de los Cedros,39
64370,Los Altos,39
64370,Los Cedros,39
64380,Burócratas del Estado,39
64380,Burócratas Federales,39
64390,Antonio I Villarreal,39
64390,Zapata,39
64390,UH.Lázaro Cárdenas,39
64400,Estrella,39
64410,Bella Vista,39
64410,Del Prado,39
64420,Pedro Lozano,39
64420,Garza Nieto,39
64420,Benito Juárez,39
64420,Progreso,39
64429,Heriberto Jara,39
64430,Urdiales,39
64440,Industrial,39
64450,15 de Mayo (Larralde),39
64460,Mitras Centro,39
64460,Tijerina,39
64470,Obrerista,39
64480,Talleres,39
64488,10 de Marzo,39
64489,Rubén Jaramillo,39
64490,Sarabia,39
64500,Del Norte,39
64508,Residencial Vidriera,39
64510,Coyoacán,39
64510,Juana de Arco,39
64510,Mariano Escobedo,39
64510,Unión Mariano Escobedo,39
64517,Industrial Benito Juárez,39
64520,Cementos,39
64520,Victoria,39
64520,Vidriera,39
64530,Las Flores,39
64530,Moderna,39
64530,Madero Norte,39
64536,Jardines de la Moderna,39
64540,Los Fresnos,39
64540,Santa Fe,39
64540,Villas de Linda Vista,39
64549,Industrias del Vidrio,39
64550,Argentina,39
64550,Asarco,39
64550,Cantú,39
64550,Fabriles,39
64550,MartÍnez,39
64550,Reforma,39
64550,Tampico,39
64550,U C Martínez,39
64550,Jardines de Churubusco,39
64560,Francisco I Madero,39
64560,Nueva Madero,39
64560,Venustiano Carranza,39
64568,Almaguer,39
64570,Treviño,39
64580,Acero,39
64580,Modelo,39
64580,Pablo A de la Garza,39
64580,Terminal,39
64590,Agrícola,39
64590,Álamos Corregidora,39
64590,Churubusco,39
64590,Fierro,39
64590,Agrícola Acero,39
64600,Leones,39
64610,Las Cumbres,39
64618,Llave de Oro,39
64619,Bosques de las Cumbres,39
64620,Vista Hermosa,39
64623,Balcones de Galerías,39
64630,Colinas de San Jerónimo,39
64630,San Jemo,39
64632,Jardines de San Jerónimo,39
64633,Rincón de las Colinas,39
64634,Valle de San Jerónimo,39
64634,Colinas de Liverpool,39
64634,Colonial San Francisco,39
64634,Lomas de San Jerónimo,39
64634,Real de San Jerónimo,39
64635,Residencial San Jerónimo II,39
64636,Misión de San Jerónimo,39
64636,Colinas de San Jerónimo Sector Lomas,39
64637,Rincón de San Jemo,39
64637,Rincón de San Jerónimo,39
64637,Colinas de San Jerónimo Sector Panorama 2 Sector,39
64637,Villas de San Jerónimo,39
64638,Colinas de San Gerardo,39
64638,Balcones de Colinas de San Jerónimo,39
64639,Residencial las Colinas,39
64639,San Jemo Tercer Sector,39
64640,San Jerónimo,39
64649,Residencial Galerías,39
64650,Cooperativa Cuauhtémoc,39
64650,La Escondida,39
64650,Rincón de Santa María,39
64650,Santa María,39
64659,Sendero San Jerónimo,39
64660,Miravalle,39
64660,Rincón del Valle,39
64700,Nuevo Repueblo,39
64700,Roma,39
64700,Roma Sur,39
64700,Tecnológico,39
64710,Balcones del Carmen,39
64710,Del Carmen,39
64710,Los Doctores,39
64710,Loma Larga,39
64710,Lomas de San Francisco,39
64710,Nuevas Colonias,39
64710,Pío X,39
64710,El Maguey,39
64710,Unión Francisco I Madero,39
64718,Sertoma,39
64720,Ancira,39
64720,Benito Juárez (F-96),39
64720,Unión de Colonos A Reyes,39
64720,Unión Miguel Barrera,39
64723,Predio Francisco Zarco,39
64723,Unión Francisco Zarco,39
64723,Unión J Carlos Camacho,39
64723,Unión Loma Larga,39
64723,Unión Luis Echeverría,39
64730,Alfonso Reyes,39
64730,América Número Dos,39
64730,Arturo B de la Garza,39
64730,La Pedrera,39
64730,Tanque de Guadalupe,39
64740,Altavista Sur,39
64740,Arroyo Seco,39
64740,Jardines Roma,39
64740,Las Retamas,39
64740,México,39
64740,Roma Privada,39
64750,Altamira,39
64750,Las Canteras,39
64750,Luis Echeverría Sur,39
64750,Valle del Mirador,39
64750,Altamira (Manz 20),39
64753,Alfareros,39
64753,Privanzas Quinto Sector,39
64753,Las Privanzas Mallorca,39
64754,Jardín de las Torres,39
64760,Ruíz Cortines,39
64760,Cerro de la Campana,39
64760,Unión el Rinconcito,39
64760,15 de Septiembre,39
64760,Desarrollo las Torres 91,39
64760,Martínez Domínguez A Unión (La Campana),39
64764,Los Rosales,39
64764,Valparaíso,39
64765,Laderas del Mirador (F-XXI),39
64769,Burócratas Municipales,39
64770,Altavista Invernadero,39
64770,Altavista Sector Lomas,39
64770,Balcones de Altavista,39
64770,Villa los Pinos,39
64780,18 de Marzo,39
64780,Las Brisas,39
64780,Mártires de Tlatelolco,39
64780,Más Palomas (Valle de Santiago),39
64780,Sierra Ventana,39
64780,13 de Junio,39
64780,Brisas Diamante,39
64780,Las Brisas Sector la Punta,39
64783,25 de Marzo (Sierra Ventana),39
64788,Sierra Ventana (Revolución Proletaria),39
64790,Balcones del Mirador,39
64790,Valle del Marquez,39
64790,Valle de las Brisas,39
64790,Torres Brisas,39
64798,Paseos del Marquez,39
64800,Buenos Aires,39
64810,Caracol,39
64810,Cerro de la Silla,39
64810,España,39
64810,Residencial la Florida,39
64810,Villa Florida,39
64820,Ancón del Huajuco,39
64820,El Realito,39
64820,Jardín Español,39
64820,Nueva Española,39
64820,Valle del Huajuco,39
64830,Estadio,39
64830,La Primavera,39
64830,Ladrillera,39
64830,LTH,39
64830,Narvarte,39
64833,Valle Primavera,39
64834,Rincón de la Primavera,39
64840,Altavista,39
64840,Nueva España,39
64844,Rincón de Altavista,39
64845,Contry Lux,39
64846,Jardines de Altavista,39
64850,Contry Tesoro,39
64850,Torremolinos,39
64850,Villa del Río,39
64858,Contry los Naranjos,39
64859,Contry San Juanito,39
64860,Colonial la Silla,39
64860,Contry,39
64860,Jardines del Contry,39
64860,El Pirul,39
64860,Rincón del Contry,39
64860,Contry los Estanques,39
64860,Paseo del Contry,39
64860,Villas de Lux,39
64865,Contry los Nogales,39
64878,Los Remates,39
64878,San Ángel,39
64878,Unión Canoas Ángel Sur,39
64880,La Condesa,39
64890,Cortijo del Río,39
64890,Lagos del Bosque,39
64890,Residencial la Hacienda,39
64890,Villa las Fuentes,39
64890,Privadas de la Silla,39
64890,Privadas del Sur,39
64890,Cortijo del Río Tercer y Cuarto Sector,39
64893,Privadas del Pedregal,39
64898,Santa Sofia,39
64898,Villas de la Hacienda,39
64898,Prados de la Silla,39
64899,Cortijo del Río Sector la Silla,39
64900,La República,39
64900,Jardines del Paseo,39
64900,Rincón del Paseo Segundo Sector,39
64909,Empleados SFEO,39
64909,Lomas de Montecristo,39
64920,Del Paseo Residencial,39
64925,Lomas del Paseo,39
64925,Privadas del Paseo,39
64925,Renacimiento,39
64930,Las Torres,39
64940,Eduardo A Elizondo,39
64949,Villa Sol,39
64950,Mederos,39
64950,Torres de Satélite,39
64960,Ciudad Satélite,39
64968,Colinas del Sur,39
64968,Satélite Acueducto Sexto Sector,39
64968,Satélite Miradores,39
64969,Lomas de Satélite,39
64970,Campestre Mederos,39
64978,Lomas Mederos,39
64978,Privada Villa Alta Residencial,39
64979,Bosques de Satélite,39
64979,Cañadas del Sur,39
64979,Residencial Mederos,39
64979,Rincón Colonial Mederos,39
64979,Satélite Acueducto Séptimo Sector,39
64980,El Pinito,39
64980,Manantiales del Diente,39
64983,Santa Lucía,39
64984,Ignacio Altamirano,39
64984,La Estanzuela Vieja,39
64984,Misión Canterías,39
64984,Brisas de Valle Alto,39
64984,Canterías Norte,39
64985,La Joya Privada Residencial,39
64985,Los Cristales,39
64985,Villa Toledo,39
64985,El Uro Oriente,39
64986,El Uro,39
64986,Rancho la Bola,39
64986,Privada Residencial Villas del Uro,39
64987,Las Diligencias,39
64987,El Encino,39
64987,El Vergel,39
64988,Granja Postal,39
64988,La Estanzuela,39
64988,La Estanzuela (F-45),39
64988,Estanzuela Nueva,39
64988,Nogales de la Sierra,39
64988,Lágrima de los Niños,39
64988,Los Santos,39
64988,Unidad la Estanzuela,39
64988,Jardines de la Estanzuela,39
64988,Ampliación los Nogales,39
64988,La Rioja Privada Residencial,39
64988,Paraíso Residencial,39
64988,Bosques de la Silla,39
64989,Campestre Bugambilias,39
64989,Hacienda los Encinos,39
64989,Lomas de Valle Alto,39
64989,San Gabriel,39
64989,Rincón de los Encinos,39
64989,Sierra Alta,39
64989,San Michelle,39
64989,Balcones de Valle Alto,39
64989,Hacienda Codornices,39
64989,Pedregal de Valle Alto,39
64989,Lagos del Vergel,39
64989,Plaza Rincón de la Sierra Alta,39
64989,Rincón de Valle Alto,39
64990,Las Jaras,39
64990,Antigua Hacienda Santa Anita,39
64990,Las Margaritas,39
64990,Valle de Cristal,39
64990,Canterel,39
64990,El Mirador,39
64996,El Edén,39
64996,Carolco,39
64997,El Barro,39
65004,El Sifón,5
65030,Anáhuac Centro,5
65032,Revolución,5
65033,Ampliación Obrera,5
65033,Progreso,5
65034,INFONAVIT Fomerrey,5
65034,Lázaro Cárdenas,5
65034,Obrera,5
65034,Lomas de Anáhuac,5
65036,Granja Experimental,5
65040,Anáhuac,5
65040,Independencia,5
65042,Estación Rodríguez,5
65042,Chapultepec,5
65042,Raúl Caballero Escamilla,5
65150,El Valladito,8
65200,Ciudad Sabinas Hidalgo Centro,44
65210,Pablo Santos,44
65220,Primavera,44
65220,La Esperanza,44
65220,La Recta,44
65220,La Noria,44
65230,Valle Del Sol,44
65230,Plaza Mirador,44
65230,Mirador,44
65230,La Campiña,44
65230,Martinez Dominguez Alfonso,44
65230,Real de las Palmas,44
65230,Revolución,44
65230,Los Ébanos,44
65233,Los Chapa,44
65234,Niños Héroes,44
65234,Jardines de la Ermita,44
65234,Hacienda Santa Cruz,44
65240,Maria Luisa,44
65240,Reyes Eulagio,44
65240,Hacienda San Francisco,44
65243,Francisco Villa,44
65243,Caballero Escamilla Raul,44
65243,El Sendero,44
65244,Miguel Hidalgo,44
65244,González Sáenz Leopoldo,44
65250,Los Canteros,44
65250,La Santa Cruz,44
65250,CROC,44
65255,La Turbina,44
65256,FOVISSSTE,44
65256,Quintana Nora,44
65256,Fidel Velázquez,44
65257,Hacienda los Morales,44
65257,Venustiano Carranza,44
65260,Industrial,44
65270,Bellavista,44
65272,Graciano Bortoni,44
65272,Constitución,44
65276,San Francisco Javier,44
65276,Larraldeña,44
65276,Industrial Poniente,44
65280,Jose Ma Morelos,44
65280,Cárdenas Lázaro,44
65288,Benito Juárez,44
65288,17 de Septiembre,44
65289,Josefa Zozaya,44
65290,Enrique Lozano,44
65290,Rincón del Sabino,44
65299,Lomas Chula,44
65340,Sombreretillo,44
65350,Ciudad de Villaldama Centro,51
65500,Salinas Victoria,45
65500,Paseo del Norte,45
65500,Gobernadores,45
65500,León A. Flores,45
65500,Valle de Salinas,45
65500,Los Maestros,45
65500,Agrarista,45
65503,Mission,45
65503,San Isidro,45
65503,Valle del Mirador,45
65503,Raúl Caballero Escamilla,45
65503,Los Ángeles,45
65503,Las Torres,45
65510,Ciudad Satélite del Norte,45
65510,Emiliano Zapata,45
65515,Emiliano Zapata (La Zapatita),45
65516,Valle Castilla Sector Segovia,45
65516,Colectivo,45
65517,Comunal Huertas de San Mario,45
65520,Mamulique,45
65520,Nuevo Mamulique,45
65520,Colonia Ejidal Mamulique,45
65528,Colonia Agropecuaria el Tule,45
65537,Unión San Javier,45
65550,Ciénega de Flores Centro,12
65554,Dibsa,12
65554,Tía Lencha,12
65556,Villas Campestres,12
65558,Conchita Velasco,12
65560,Los Lirios,12
65560,Martínez Domínguez,12
65560,Valle de las Flores,12
65562,Progreso,12
65563,Emiliano Zapata,12
65563,Valle del Progreso,12
65563,Valle de las Lomas,12
65563,Privadas del Valle,12
65564,Tierra Propia,12
65564,Real Progreso,12
65564,Alianza,12
65565,Valle de Ciénega,12
65567,Hacienda las Flores,12
65600,Hidalgo Centro,47
65600,Miguel Hidalgo,47
65600,San Martin,47
65600,Crescenciano Lozano,47
65600,Lázaro Cárdenas,47
65600,Benito Juárez,47
65600,Alfonso Hernandez,47
65600,Revolución,47
65600,San Andres,47
65600,Zaragoza,47
65600,Cuauhtémoc,47
65600,Margarita Maza de Juárez,47
65600,Jose Alatorre Gámez,47
65600,Morelos,47
65650,Abasolo Centro,1
65650,El Mirador,1
65650,Lázaro Cárdenas,1
65650,Alberto Villarreal,1
65650,Linda Vista,1
65650,Voluntad y Trabajo,1
65650,Los Pinos,1
65750,General Zuazua Centro,25
65760,Carrizalejo,25
65760,Ejido Zuazua,25
65760,Pedro Martínez,25
65780,Portal de Zuazua,25
65800,Agualeguas Centro,2
65800,Del Norte,2
65800,Jardín,2
65800,Mira Sierra,2
65800,Olivia Olvera,2
65810,Rancho Nuevo,2
65819,Los Garza,2
65830,La Escondida,2
65850,La Laguna,23
65880,San Javier,23
65900,Bicentenario,11
65920,Juárez,11
65936,Uña de Gato,11
65957,Charco Redondo,35
65958,Alfonso Reyes (Sócrates Rizzo),35
66000,García Centro,18
66003,Paseo de las Minas,18
66003,Mirador de Garcia,18
66003,Privadas de las Villas,18
66003,Hacienda del Sol,18
66004,Sierra Real,18
66004,Las Arboledas,18
66004,Paseo de las Torres,18
66004,Las Villas,18
66004,Villas de los Nogales,18
66004,Paseo Del Nogal,18
66004,Valle de San Jose,18
66005,San Martin,18
66005,Morelos,18
66005,Fraile I,18
66005,El Fraile II,18
66005,Benito Juárez,18
66005,INFONAVIT los Nogales,18
66005,Emiliano Zapata,18
66005,Nuevo Amanecer,18
66005,Fomorrey Sobrevilla,18
66005,El Cedral,18
66005,Real de Villas de Garcia,18
66006,Mirador del Fraile,18
66006,Martín González,18
66006,Alfonzo Martinez Dominguez,18
66006,Colinas Del Rio,18
66006,Los Nogales,18
66006,Ampliación los Nogales,18
66006,Valles del Mirador,18
66006,División del Norte,18
66007,Las Torres de Guadalupe,18
66007,Avance Popular,18
66007,Riberas de Capellania,18
66008,La Cruz,18
66008,Miguel Hidalgo,18
66008,Popular Jose Páez Garcia,18
66008,Valle de San Felipe,18
66008,Nuevo Renacimiento,18
66009,San Juan Bautista,18
66023,Real de San Martín,18
66023,Las Palmas,18
66023,Villas de San Martín,18
66023,Lomas de García,18
66023,Mitras Poniente,18
66023,San José,18
66023,Paraje San José,18
66023,Mitras Bicentenario,18
66023,Los Parques,18
66043,Los Cerritos (Nuevos Cerritos),18
66050,Las Quintas III,21
66050,Don Lalo,21
66050,Ciudad General Escobedo Centro,21
66050,Jardines del Canadá,21
66050,Las Encinas,21
66050,Los Elizondo,21
66050,Los Eucaliptos,21
66050,Miravista,21
66050,Jardines de Escobedo II,21
66050,La Cuchilla,21
66050,Guadalupe Victoria,21
66050,Del Valle,21
66050,Los Saldañas,21
66051,Jardines de Escobedo I,21
66051,Plaza Sol,21
66052,Campiñas de Castilla,21
66052,Los Altos,21
66052,Niños Héroes,21
66052,Nueva Castilla,21
66052,Rio Pesquería,21
66052,Emiliano Zapata,21
66052,Ébanos y Nueva Esperanza,21
66052,Unión de Alfareros,21
66052,Fernando Amilpa Predio,21
66052,Rio Pesquería Norte,21
66052,Rio Pesquería Nuevas Puentes,21
66052,Rio Pesquería Poniente,21
66052,Arboledas de Escobedo,21
66052,Balcones del Norte,21
66052,Puerta de Anáhuac,21
66052,Sócrates Rizzo Unión de Comerciantes,21
66052,Jardines de la Reina,21
66053,Belisario Domínguez,21
66053,Los Nogales,21
66053,Valle de Escobedo,21
66053,San Jose de los Sauces,21
66053,Chamizal,21
66053,Los Girasoles II,21
66053,Lázaro Cárdenas Agropecuaria Sur,21
66053,Los Arcos,21
66054,Anáhuac Campoamor,21
66054,Ex-Hacienda el Canadá,21
66054,Haciendas del Canada,21
66054,Anáhuac la Pergola,21
66055,Haciendas de Anáhuac,21
66055,Roble Nuevo,21
66055,Villas Del Parque,21
66055,INFONAVIT Insurgentes,21
66055,INFONAVIT Topo Grande,21
66055,Nexxus Residencial Sector Diamante,21
66055,Celestino Gasca,21
66055,Joyas de Anáhuac,21
66055,Residencial Pinos,21
66055,Privadas Bougambilias,21
66055,Nexxus Residencial Sector Cristal,21
66056,Lomas de Escobedo,21
66056,Los Girasoles I,21
66056,Praderas de Girasoles,21
66056,Topo Grande,21
66056,Valle de Girasoles,21
66056,Villas de Escobedo,21
66056,INFONAVIT Monterreal,21
66056,Hilario Ayala Predio,21
66056,Balcones de Anáhuac,21
66056,Bosques de Quebéc,21
66057,Nuestra Señora de Fátima,21
66058,La Loma,21
66058,Las Malvinas,21
66058,Lázaro Cárdenas,21
66058,Ampliación Lázaro Cárdenas,21
66058,Praderas de Topo Grande,21
66058,UCAM,21
66058,16 de Septiembre,21
66058,Jardines de Escobedo III,21
66058,Solidaridad,21
66058,24 de Febrero,21
66058,Los Girasoles III,21
66058,Mártires del 36,21
66059,El Centenario,21
66059,Valle del Canadá,21
66059,Nexxus Residencial Sector Dorado,21
66059,Privadas de Lindora,21
66059,Privadas de Anáhuac Sector Irlandes,21
66061,Pedregal del Topo Chico (Fomerrey 52),21
66061,Jardines de San Martín,21
66061,San Martin,21
66062,Paso Cucharas,21
66062,Gloria Mendiola,21
66062,La Isla,21
66063,5 de Mayo,21
66063,19 de Julio,21
66063,San Isidro,21
66063,Balcones del Río,21
66064,18 de Octubre,21
66064,Nuevo Escobedo,21
66064,Nueva Esperanza (Fomerrey 193),21
66064,Santa Martha (Fomerrey 191),21
66064,Riveras de los Naranjos,21
66064,Villas de San Martín,21
66064,Privadas de Camino Real,21
66064,Vida,21
66065,Laderas de Topo Chico,21
66065,Colinas de Topo Chico (Fomerrey 49),21
66065,Eulalio Villarreal Ayala,21
66065,Santa Lucía (Fomerrey 154),21
66065,La Ilusión,21
66067,Arcos del Sol,21
66070,Monte Horeb,21
66070,Provileon,21
66070,Villa de los Ayala,21
66070,Lomas de San Genaro,21
66070,Santaluz,21
66072,Bosques de Escobedo,21
66072,Hacienda del Topo,21
66072,Progreso Paso Cucharas,21
66072,Quinto Centenario,21
