d_codigo,d_asenta,c_mnpio
85019,Real Del Sol,18
85019,Los Alisos,18
85020,Matías Mendez,18
85020,Manlio Fabio Beltrones,18
85020,Villa Guadalupe,18
85020,Amanecer 1,18
85020,Pioneros de Cajeme,18
85023,Sierra Vista,18
85024,Amanecer 2,18
85024,Los Olivos,18
85030,Agronomos,18
85038,Villa California,18
85038,La Joya Villa California IV,18
85038,Túnel,18
85040,Electricista,18
85040,Zona Norte,18
85050,Cajeme,18
85050,Nuevo Cajeme,18
85050,Real Del Bosque,18
85050,San Antonio,18
85053,Los Angeles,18
85053,Casa Real,18
85053,Los Patios,18
85053,Luis Donaldo Colosio,18
85060,Benito Juárez,18
85063,Santa Fe,18
85063,Linda Vista,18
85063,Mirasierra,18
85063,Vista Hermosa,18
85064,Campanario,18
85064,Las Haciendas,18
85065,Parque Industrial,18
85065,Ramiro Valdez,18
85065,Villa Satélite,18
85070,La Reforma,18
85080,Municipio Libre,18
85090,San Anselmo,18
85090,Miravalle,18
85095,Valle Dorado,18
85096,Villa Fontana,18
85096,Nueva Galicia,18
85096,El Rodeo,18
85096,Villas de Cortés,18
85097,Valle Verde,18
85097,Villas de Trigo,18
85097,Misión Del Sol,18
85097,Paseo Alameda,18
85097,Hacienda Del Sol,18
85098,La Misión,18
85098,Sóstenes Valenzuela,18
85098,Primero de Mayo,18
85098,Primavera,18
85099,Ampliación Miravalle,18
85100,Chapultepec,18
85100,Noroeste,18
85100,Cincuentenario,18
85100,Altar Residencial,18
85110,Cuauhtémoc (Urbanizable 6),18
85110,Morelos,18
85110,Quinta Diaz,18
85110,Ampliación Cuauhtémoc (Urbanizable 6),18
85120,Del Valle,18
85120,Santa Anita,18
85120,Multifamiliares IMSS,18
85130,Bellavista,18
85130,Fuentes Del Bosque,18
85130,Del Bosque,18
85130,Villa Itson,18
85134,Casa Blanca,18
85134,San Juan Capistrano,18
85134,Privada de La Laguna,18
85134,Misioneros,18
85136,Villa del Nainari,18
85137,Nainari Del Yaqui,18
85138,Del Lago,18
85140,Cumuripa,18
85140,Hidalgo,18
85140,Otancahui,18
85140,Las Arboledas,18
85140,Lázaro Mercado,18
85140,Las Torres,18
85140,Bugambilias,18
85140,Palmar,18
85140,Racket,18
85148,Ladrillera,18
85149,Ampliación Cumuripa,18
85150,La Florida,18
85150,Libertad,18
85150,Prados Del Tepeyac,18
85150,Sochiloa,18
85150,Real Del Arco,18
85150,Hacienda Real,18
85150,Prados del Tepeyac Terra,18
85153,Robles Del Castillo Colectivista,18
85154,Las Fuentes,18
85154,Los Arcos,18
85154,Las Espigas,18
85154,Las Fuentes II,18
85154,Colinas del Yaqui,18
85160,Herradura,18
85160,Campestre,18
85160,Cortinas 1ra. Sección,18
85160,Campestre 2da. Ampliación,18
85167,Cortinas 4ta. Sección,18
85168,Cortinas 3ra. Sección,18
85169,Cortinas 2da. Sección,18
85170,Constitución,18
85180,Faustino Félix Serna,18
85190,México,18
85190,Rincón Del Valle,18
85190,Palma Real,18
85190,Quinta Real,18
85190,Pedregal,18
85194,Francisco Eusebio Kino,18
85195,Maximiliano Rubio López,18
85195,Cuauhtémoc Cárdenas,18
85195,Esperanza Tiznada,18
85196,Jardines Del Valle,18
85197,Russo Vogel,18
85198,Aves Del Castillo,18
85198,Las Palmas,18
85198,Los Sauces,18
85198,Sonora,18
85198,Ultratec Aves,18
85199,Robles Del Castillo,18
85199,Luis Echeverría Álvarez (Álvaro Obregón),18
85200,Zona Urbana,18
85200,Héroes del 47,18
85200,Campestre,18
85200,Javier Lamarque Cano,18
85200,Juárez Blancas,18
85200,Mártires de San Ignacio,18
85200,Rodolfo Félix Valdez,18
85200,Zona Ejidal,18
85203,Cuauhtémoc (Campo Cinco),18
85203,Providencia,18
85203,Severo Girón,18
85203,Armando López Nogales,18
85203,Ciudad del Cielo,18
85203,Sin Ley,18
85204,Marte R Gómez (Tobarito),18
85204,Del Valle,18
85204,La Estrellita,18
85204,Los Trigales,18
85204,Zona Urbana Ejidal,18
85210,Robinson Bours,18
85210,Ejidal,18
85210,Leandro Valle,18
85210,Luis Donaldo Colosio,18
85210,Valle de Héroes,18
85210,Nueva Esperanza,18
85210,Francisco Urbalejo,18
85210,Sonora,18
85210,Luis Antillan,18
85210,Hogar y Patrimonio,18
85210,Blanca Ramos,18
85210,Buenavista,18
85210,Praderas,18
85210,Praderas Altas,18
85210,Pueblo Nuevo,18
85218,La Tinajera,18
85219,Alameda,18
85219,Viviano Murieta,18
85219,Eduardo Estrella,18
85219,Campestre,18
85219,Nueva Creación,18
85228,El Recodo,42
85229,Cuchilla de Bahuises,42
85240,Etchoropo,33
85241,Baburo,33
85245,Júpare,33
85245,Navobaxia,33
85245,Pueblo Viejo,33
85247,6 de Enero,33
85249,La Curva,33
85249,Macías,33
85252,Miramar,33
85265,Rosario Osuna,12
85265,Viva,12
85276,Colonia Sepúlveda,12
85280,13 de Octubre,26
85280,14 de Febrero,26
85280,Armando López Nogales,26
85280,Beltrones,26
85280,El Crucero,26
85280,El Jito,26
85280,El Panteón,26
85280,El Rastro,26
85280,Independiente,26
85280,Laura Alicia Frías López Nogales,26
85280,Leobardo Ibarra Gandara,26
85280,Nueva Reubicación,26
85280,Nueva Tosalicarit,26
85280,Obrera,26
85280,Olegario Carrillo,26
85280,Pueblo Viejo,26
85280,Solidaridad,26
85280,19 de Julio,26
85280,Progresista,26
85283,Bacame Nuevo,26
85284,Buaysiacobe,26
85284,El Salitral,26
85285,Tejabanes Viejos,26
85285,Colonia Nacozari,26
85286,Mochipaco,26
85286,Mabejaqui,26
85286,Colonia Soto (Caurará),26
85287,El Comparto,26
85287,Barraza,26
85287,El Alhuate,26
85287,El Panteón,26
85287,El Rastro,26
85287,El Resbalón,26
85287,El Sifón,26
85287,Luis Donaldo Colosio,26
85287,San Ángel,26
85287,Campo 9,26
85287,Sahuaral,26
85287,La Bocana,26
85287,Las Guayabas,26
85287,Salubridad,26
85287,Los Jardines,26
85288,Las Mayas (Colonia Agrícola Basconcobe),26
85290,Palma Real,71
85290,Villa Juárez,71
85290,Ley Echeverría Z U,71
85294,Jecopaco,71
85295,Agua Blanca,71
85297,Vicente Suárez,71
85297,La Azteca,71
85300,Empalme Centro,25
85310,Pesqueira,25
85310,Pitic,25
85319,Ronaldo Camacho Durán,25
85320,Bellavista,25
85330,Moderna,25
85338,Juárez,25
85339,Moderna Norte,25
85340,Luis Donaldo Colosio (Gobernación),25
85340,Sector Poniente Km. 2,25
85347,Ignacio Chavez,25
85349,Sector Oriente Km. 2,25
85350,Oriente,25
85360,Ortiz Rubio,25
85370,Libertad,25
85388,Infonavit Guadalupe,25
85388,Guadalupe,25
85388,7 de Enero,25
85388,Nuevo Empalme,25
85390,Jordán,25
85397,Sahuaral,25
85398,Club Residencial Jacarandas,25
85398,Lindavista,25
85399,Ladrillera,25
85400,Heroica Guaymas Centro,29
85405,La Cantera,29
85406,Yucatán,29
85410,Adolfo de La Huerta,29
85410,Guarida Del Tigre,29
85410,Colinas de Fátima,29
85410,Torres de Fátima,29
85415,Fátima,29
85415,El Rinconcito,29
85420,Campo de Tiro,29
85420,Ampliación Loma Linda,29
85420,Burócrata,29
85420,La Aurora,29
85420,Loma Linda,29
85423,De Las Praderas,29
85423,Lindavista,29
85423,Carlos Romero Deschamps,29
85423,Valle Bonito,29
85423,Misioneros,29
85423,Atardeceres,29
85423,El Roble,29
85424,Luis Donaldo Colosio,29
85424,San Germán,29
85424,Vista Dorada,29
85424,Juan Francisco Patrón Marquez,29
85427,Las Delicias,29
85428,Ampliación Burócrata,29
85430,Golondrinas,29
85430,Punta Arena,29
85430,Punta de Lastre,29
85430,Termoeléctrica,29
85430,Monte Lolita,29
85430,Las Bautecas,29
85440,Cerro Gandareño,29
85440,Las Américas,29
85440,Las Juntas,29
85440,Las Plazas,29
85440,Sonora,29
85440,29 de Noviembre,29
85440,Guadalupe,29
85440,Las Villas,29
85440,Los Ríos,29
85440,Rodriguez Alcaine,29
85440,El Periodista,29
85444,Colinas de Guaymas,29
85444,Colinas de Miramar,29
85447,Popular,29
85448,Quintas Guaymas,29
85448,Loma Dorada,29
85448,El Álamo,29
85450,Lomas de Cortés,29
85450,Lomas Miramar,29
85450,Miramar,29
85454,Las Tinajas,29
85455,El Dorado,29
85455,Villas de Miramar,29
85456,Los Pinos,29
85456,Petrolera,29
85456,Femosa o el Tular,29
85456,18 de Marzo,29
85460,El Rastro,29
85460,San Bernardo,29
85460,Rastro Playa,29
85463,22 de Noviembre,29
85463,23 de Noviembre,29
85463,Costa Azul,29
85465,Miguel Hidalgo (La Antena),29
85465,San Vicente,29
85465,Rodrigo de Triana,29
85465,Ampliación Miguel Hidalgo,29
85467,San Gilberto,29
85470,5 de Mayo,29
85470,Pescadores,29
85470,Ramón Gil Samaniego,29
85470,Las Palmas,29
85470,23 de Marzo,29
85470,18 de Noviembre,29
85476,100 Casas,29
85477,Nacionalización del Golfo de California,29
85480,La Península,29
85480,Las Playitas,29
85484,Adolfo Lopez Mateos,29
85484,Fuentes Rodriguez,29
85486,El Mirador,29
85490,Rancho Blancarte,29
85490,Misión Del Sol,29
85490,Independencia,29
85490,Sahuaripa,29
85490,Ampliación Independencia,29
85499,Loma Bonita,29
85499,El Centinela,29
85499,Manuel R Bobadilla,29
85503,Marina Real,29
85506,Loma del Mar,29
85506,Country Club,29
85506,Villa Hermosa,29
85506,Bahía,29
85506,Caracol Península,29
85506,Caracol Turístico,29
85506,Ranchito Campestre,29
85506,Los Arcos,29
85506,Lomas de San Carlos,29
85515,Doctores,72
85515,La Sauceda,72
85515,San Ignacio Río Muerto Centro,72
85515,Llano de Zaragoza,72
85515,Rosendo Montaño,72
85515,El Rastro,72
85515,La Arboleda,72
85515,El Gallito,72
85518,Militar,72
85518,Vicente Guerrero,72
85519,Bahía de Lobos,72
85519,Sonora,72
85524,Cruz de Piedra,25
85563,La Otra Banda,37
85564,Loma LInda,37
85565,Las Playitas,37
85600,Sahuaripa Centro,52
85600,Los Atardeceres,52
85600,Nuevo Sahuaripa,52
85600,Talamantes,52
85600,Trincheras,52
85600,Ricardo Duran,52
85600,Buchuari,52
85760,Álamos Centro,3
85764,El Barranco,3
85764,Olas Altas 4,3
85764,La Campana,3
85764,5 de Febrero La Campana,3
85764,La Estación,3
85764,Chula Vista,3
85764,El Rastro,3
85764,Hacienda Vieja,3
85764,Las Delicias,3
85764,Real de Minas,3
85765,Los Cangrejos,3
85765,Tacubaya El Perico,3
85765,Loma de Guadalupe,3
85765,La Colorada,3
85765,Las Higueras,3
85765,El Calvario,3
85765,El Perico,3
85765,El Volantín,3
85765,Monte,3
85766,Real de los Álamos,3
85766,Los Guayparines,3
85766,Los Guayparines Sonochihua,3
85766,Churubusco,3
85766,El Chalatón,3
85766,Las Palmas,3
85766,Nuevo Álamos,3
85767,DIF,3
85767,La Capilla,3
85767,Ferrocarril,3
85767,Álamos 5 de Febrero,3
85767,Álamo Dorado,3
85767,Aurora,3
85767,El Mezquital,3
85767,La Aviación,3
85767,La Esmeralda,3
85767,La Ladrillera,3
85767,Los Vergeles,3
85767,Nueva Creación,3
85767,Nueva Esmeralda,3
85800,Navojoa Centro,42
85810,Pueblo Nuevo,42
85810,Buenavista,42
85820,Constitución,42
85820,Tierra Blanca,42
85827,Tetanchopo,42
85830,Reforma,42
85835,Mezquital de Pueblo Viejo,42
85840,Aviación,42
85840,Hidalgo,42
85840,Moderna,42
85840,Nogalitos,42
85850,Allende,42
85850,Mocúzarit,42
85850,Rosales,42
85850,Miravalle,42
85860,Deportiva,42
85860,Itson,42
85860,Beltrones,42
85860,Ampliación Beltrones,42
85864,Brisas del Valle,42
85870,Juárez,42
85874,Villa Dorada,42
85880,Francisco Villa,42
85880,Jacarandas II,42
85880,Tierra y Libertad,42
85880,Armando López Nogales,42
85880,La Guadalupana,42
85880,Aeropuerto,42
85890,Sonora,42
85890,SOP,42
85890,Indeur,42
85890,Sonora Progresista,42
85890,Rosario Ruelas,42
85890,Minas de Arena,42
85893,16 de Junio,42
85894,Tetaboca,42
85894,Tepeyac,42
85894,Privada del Pedregal,42
85895,Nueva Generación,42
85895,16 de Septiembre,42
85900,Huatabampo Centro,33
85910,Ibarra,33
85913,Del Valle,33
85914,El Porvenir,33
85920,Lázaro Cárdenas,33
85925,La Trinidad,33
85930,14 de Enero,33
85930,Muñoz,33
85935,El Sauce,33
85935,Nuevo Amanecer,33
85937,Independencia,33
85940,El Alhuate,33
85940,Pascual Orozco,33
85940,Oscar Lopez,33
85943,Colosio,33
85950,Obregón,33
85960,La Ranchería,33
85966,Santa Cruz,33
85966,Nueva,33
85967,Guadalupe Ríos,33
85968,La Laguna,33
85968,PRI 90,33
85970,Anselmo Macías,33
85980,El Rastro Viejo,33
85980,El Control,33
85984,INFONAVIT Los Juris,33
85990,La Cuchilla,33
85990,Unidad Deportiva,33
85994,La Unión,33
86000,Villahermosa Centro,4
86010,Medellin y Pigua 1ra. Sección,4
86010,Triangulo Industrial,4
86019,Roberto Madrazo Pintado Ciudad Industrial,4
86019,Vicente Guerrero,4
86020,El Recreo,4
86020,Framboyanes,4
86026,Privada Golondrinas,4
86026,Villa de las Palmas,4
86026,Las Torres,4
86027,Jardines de Villahermosa,4
86029,José María Pino Suárez,4
86029,Tierra Colorada,4
86035,Galaxia/tabasco 2000,4
86035,Paseos Del Usumacinta,4
86035,Real de Tabasco,4
86037,Parque Tabasco,4
86040,Adolfo Lopez Mateos,4
86040,Florida,4
86040,Jesús Garcia,4
86040,Lago Ilusiones,4
86040,Lidia Esther Mónica de Portilla,4
86040,Magisterial,4
86050,Jose N Rovirosa,4
86050,Lindavista,4
86050,Loma Bonita,4
86050,Loma Linda,4
86059,Periodista,4
86060,Casa Blanca 1a Sección,4
86060,Casa Blanca 2a Sección,4
86067,Gaviotas Norte Sector Popular,4
86068,Gaviotas Norte,4
86068,La Manga II,4
86068,La Manga III,4
86069,La Manga I,4
86070,Nueva Villahermosa,4
86080,Gil y Sáenz (El Águila),4
86080,Reforma,4
86090,Guayabal,4
86090,Gaviotas Sur Sección San Jose,4
86090,Municipal,4
86090,Gaviotas Norte Sector Explanada,4
86095,Las Brisas,4
86096,El Parque,4
86098,Mayito,4
86099,Gaviotas Sur Sector Armenia,4
86099,Gaviotas Sur (El Monal),4
86099,Triunfo la Manga I,4
86100,Atasta,4
86100,Jose Colomo,4
86108,Los Pinos,4
86108,El Espejo 1,4
86108,Villa de los Trabajadores,4
86108,Carrizal,4
86109,El Espejo 2,4
86120,Guadalupe Borja,4
86125,Jose Pages Llergo,4
86127,Miguel Hidalgo,4
86129,Cotip,4
86130,Villa de los Arcos,4
86140,18 de Marzo,4
86140,Las Delicias,4
86149,Nueva Pensiones,4
86150,Punta Brava,4
86150,Tamulte de las Barrancas,4
86153,Sabina,4
86153,Real de Sabina,4
86160,Del Bosque,4
86160,Sanchez Magallanes,4
86167,Villa las Fuentes,4
86168,Pino Suárez,4
86169,Pensiones,4
86170,Plutarco Elías Calles (Cura Hueso),4
86190,Primero de Mayo,4
86193,La Providencia (La Majahua),4
86200,Jalpa de Mendez Centro,10
86209,El Mango,10
86216,El Carmen,10
86216,San Gregorio,10
86220,17 de Julio,13
86220,El Carmen,13
86220,Nacaxuxuca 2a Secc,13
86220,Nacaxuxuca 1a Secc,13
86246,Libertad,13
86246,Bosque de Saloya,13
86246,Manuel Buendía Téllez Girón,13
86250,Buena Vista 2da. Sección,4
86250,Tocoal,4
86250,Reforma,4
86250,Santa Isabel,4
86254,Buena Vista 1a Sección,4
86276,Constitución,4
86280,Buena Vista Río Nuevo 1ra. Sección,4
86280,Buena Vista Río Nuevo 4a Sección,4
86287,Anacleto Canabal 1ra. Sección,4
86287,Anacleto Canabal 2da. Sección,4
86288,Clara Córdova Moran,4
86288,Revolución,4
86288,San Antonio,4
86289,Agraria (La Isla),4
86289,Santa Rita,4
86300,Comalcalco Centro,5
86320,San Silverio,5
86320,Gustavo de La Fuente Dorantes,5
86320,Belén,5
86320,Tomas Garrido,5
86320,Infonavit,5
86323,San Miguel,5
86323,Adolfo López Mateos,5
86330,San Francisco,5
86340,Bicentenario,5
86350,Vicente Guerrero,5
86360,La Escondida,5
86369,Xochimilco,5
86370,Santa Amalia,5
86389,Lázaro Cárdenas Del Rio,5
86389,Morelos,5
86400,Huimanguillo Centro,8
86400,Nuevo Centro de Convivencia,8
86400,5 de Mayo,8
86400,Club Liberal,8
86400,El Torito,8
86400,Guadalupe,8
86400,Los Angeles,8
86400,Pedro C Colorado,8
86400,Pueblo Nuevo,8
86400,Avenida de La Juventud,8
86400,Mastelero,8
86400,C-31 (General Francisco Villa),8
86400,Jardines de Mezcalapa,8
86400,Los Frutales,8
86400,Magisterial,8
86402,Alfa y Omega,8
86402,Ada Isabel,8
86402,Río Seco y Montaña 2da. Sección,8
86403,C-34 (Licenciado Benito Juárez García),8
86410,C-32 (Licenciado Francisco Trujillo Gurría),8
86415,Benito Juárez 1ra. Sección,8
86418,El Salvamento,8
86418,Francisco I Madero,8
86418,Rovirosa,8
86418,El Piojo,8
86418,Nueva Esperanza,8
86428,Río Pedregal,8
86433,Marcelino Inorrueta de la Fuente,8
86460,El Barí 1ra. Sección,2
86460,Tomás Brito Lara,2
86461,El Campo,2
86485,Ingenio Presidente Benito Juárez,2
86490,Luis Donaldo Colosio Murrieta,2
86490,Celia González de Rovirosa,2
86490,Santa Rosalía (Miguel Hidalgo 2da Sección),2
86490,Santa Rosalía,2
86490,Santa Maria de Guadalupe,2
86490,De los Santos,2
86490,Villa San Miguel,2
86495,Santa Isidra,2
86495,El Parnaso,2
86500,Cárdenas Centro,2
86500,El Gringo,2
86520,Alameda,2
86520,Melchor Ocampo 2a Secc,2
86524,Río Seco,2
86527,El Suspiro,2
86528,Santa Rita Infonavit,2
86529,Nuevo Progreso,2
86530,Carlos Pellicer Camara,2
86530,Bajío Loma Bonita Infonavit,2
86530,Sahop,2
86530,Infonavit Loma Bonita,2
86533,El Toloque,2
86534,Vereda,2
86535,Guadalupe,2
86540,San Antonio,2
86540,Calzada,2
86544,Carlos Alberto Wilson Gómez,2
86545,Melchor Ocampo,2
86545,Roger Falconi Vera,2
86545,Nueva Esperanza,2
86545,Agua Sol,2
86550,Empleados Del Csat,2
86550,Ceiba,2
86550,7 de Octubre,2
86553,Jacinto Lopez,2
86553,Santa María Periférico,2
86554,Los Jiménez,2
86555,Sección 10 de Azucareros,2
86556,Benito Juárez (La Playita),2
86560,Pueblo Nuevo,2
86564,El Palmar,2
86573,Santa Catalina,2
86573,Emiliano Zapata,2
86574,Santa Cruz,2
86584,General Francisco Villa,2
86596,S.A.R.H.,2
86597,Zolia E. Peña Falcón,2
86597,Paso y Playa Invitab,2
86597,Petrolera,2
86598,Jose Eduardo de Cárdenas,2
86598,Obrera,2
86598,El Bajío 1ra. Sección,2
86599,Sección 40,2
86599,El Embudo Fovissste,2
86599,Jardines de Tabasco,2
86600,Francisco I. Madero (Madero),14
86600,Moctezuma 1ra. Sección,14
86600,Moctezuma 2da. Sección,14
86600,Moctezuma (Francisco I. Madero 3ra. Sección),14
86600,Francisco I. Madero 2da. Sección,14
86600,Francisco I. Madero,14
86605,Paraíso Centro,14
86606,El Limoncito,14
86606,El Limón,14
86606,Empleados de Confianza,14
86606,Lázaro Cárdenas,14
86606,Petrolera,14
86606,La Continuidad,14
86607,Coquito,14
86607,La Ceiba,14
86607,Los Cocos,14
86608,Carlos A Madrazo Becerra,14
86608,Fonhapo,14
86608,Los Mangos,14
86608,Primavera,14
86608,Quintín Arauz,14
86608,La Deportiva,14
86608,Hueso de Puerco (Colonia Quintín Arauz),14
86609,Las Flores,14
86609,Adalberto Santos,14
86613,Nuevo Torno Largo,14
86613,El Bellote (Miguel de la Madrid),14
86613,Chiltepec (Sección Pénjamo),14
86640,Miguel Hidalgo,5
86670,Gobernadores,5
86690,El Carmelo,6
86690,Cunduacán Centro,6
86690,Abraham de La Cruz,6
86690,Cristal,6
86690,Emiliano Zapata,6
86690,Esperanza,6
86690,José María Morelos y Pavón (Morelitos),6
86690,Obrera,6
86690,Manuel Sanchez Mármol,6
86690,Magisterial,6
86690,Burócratas,6
86690,Benito Juárez,6
86697,Oscar Gómez Sáuz,6
86697,Mario Barrueta García,6
86705,San Joseito,12
86706,Arboleda,12
86706,Macuspana Centro,12
86706,Buenos Aires,12
86706,Obrera,12
86707,Ignacio Zaragoza (Los Ateos),12
86707,Burócratas,12
86707,Municipal,12
86707,El Recuerdo,12
86708,El Castaño,12
86708,Zaragoza,12
86708,Los Gatos,12
86709,Independencia,12
86709,Josefa Ortiz de Dominguez,12
86709,Florida,12
86709,Luis Donaldo Colosio,12
86715,Buergos,12
86720,Doctores,12
86720,La Curva Uno,12
86720,18 de Marzo,12
86720,La Curva,12
86720,La Unión,12
86720,Obrera,12
86720,20 de Noviembre,12
86720,Empleados de Confianza,12
86720,Francisco Villa,12
86720,Las Delicias,12
86720,El Canal,12
86726,San Juan Bautista,12
86726,El Mango,12
86726,El Naranjo,12
86726,18 de Marzo,12
86726,Linda Vista,12
86726,Pueblo Nuevo,12
86726,Santa Teresa,12
86726,Campo Deportivo,12
86726,Manuel Vargas Ramirez,12
86726,Los Arbolitos,12
86736,Sitio Nuevo,12
86750,CETMAR,3
86750,Frontera Centro,3
86750,Deportiva,3
86750,Francisco Villa,3
86750,Infonavit,3
86750,Jacobo Nazar,3
86750,Quinta Maria,3
86750,Ulises Garcia,3
86750,De Pescadores,3
86750,Nueva Alianza,3
86750,Nueva Frontera,3
86753,Arroyo Polo 2da. Sección,3
86762,Álvaro Obregón (Santa Cruz),3
86780,Municipal,11
86780,El Zapotal,11
86780,Jonuta,11
86780,Certeza Tabasco,11
86780,5 de Mayo,11
86780,Jonuta 2000,11
86780,Solidaridad,11
86800,Liberación,16
86800,Teapa Centro,16
86800,El Cerrito,16
86801,Florida,16
86801,Independencia,16
86801,Reforma,16
86801,La Sierra,16
86801,Lázaro Cárdenas,16
86801,Revolución,16
86801,Las Grutas,16
86803,Nueva San Isidro,16
86803,Morelia,16
86803,Municipal,16
86803,Manuel Buelta 1ra Sección,16
86808,Chapultepec,16
86830,Benito González,9
86870,Tacotalpa,15
86870,Obrera,15
86870,Pueblo Nuevo,15
86870,Graciela Pintado de Madrazo,15
86878,San Ramón,15
86892,Agua Escondida,15
86896,Villa Luz,15
86900,Tenosique de Pino Suárez Centro,17
86900,Los Angelitos,17
86900,Solidaridad,17
86901,Estación Nueva,17
86901,Luis Gómez Zeta,17
86901,Pueblo Nuevo,17
86901,San Román,17
86902,El Chivo Negro,17
86902,Cocoyol,17
86902,Magisterial,17
86902,La Trinchera,17
86902,San Miguelito,17
86902,Benito Juárez,17
86902,Belén,17
86902,Ampliación Cocoyol,17
86902,Obrera,17
86904,La Raza,17
86904,El Ingenio Hermenegildo Galeana,17
86904,Héroes de Nacozari,17
86904,Municipal,17
86904,Lázaro Cárdenas,17
86904,Pueblo Unido,17
86904,San Juan,17
86904,Luis Donaldo Colosio,17
86904,Roberto Madrazo Pintado,17
86904,Unidad y Gratitud,17
86904,Guadalupe Tepeyac,17
86904,Siquiscab,17
86919,Certeza,17
86930,Periférico,1
86930,La Colmena,1
86930,Niños Héroes,1
86930,Prados de Balancán,1
86930,Brigada Usumacinta,1
86930,El Yomel,1
86930,Balancán Centro,1
86930,Municipal,1
86930,Monte Libano,1
86930,Magisterial,1
86930,Gregorio Méndez,1
86930,Jardines de Balancán,1
86930,Carlos A. Madrazo,1
86930,Nuevo México,1
86930,Carlos Enrique Abreu,1
86930,Luis Felipe Domínguez,1
86930,Las Flores,1
