"d_codigo";"d_asenta";"fk_c_CP"
31646;"Campo Sesenta y Dos y Medio";8054
31646;"Campo Sesenta y Nueve";8054
31646;"Campo Sesenta y Uno y Medio";8054
31646;"Campo Setenta y Medio";8054
31647;"Campo Ochenta";8054
31647;"Campo Ochenta y Cuatro";8054
31647;"Campo Setenta y Ocho";8054
31647;"Campo Ochenta y Tres";8054
31647;"Campo Ochenta y Dos";8054
31647;"Campo Setenta y Dos";8054
31647;"Campo Setenta y Nueve";8054
31647;"Campo Ochenta y Uno";8054
31647;"Campo Setenta y Cuatro";8054
31647;"Campo Noventa y Nueve";8054
31647;"Campo Ochenta y Seis";8054
31647;"Campo Noventa y Tres";8054
31647;"Campo Ochenta y Cinco";8054
31647;"Campo Ochenta y Ocho";8054
31650;"Centro Santa Eulalia";8004
31650;"Laderas de San Guillermo";8004
31660;"Bachiniva Centro";8006
31665;"Constitucion";8006
31665;"1ro de Mayo";8006
31680;"Guadalupe";8031
31680;"La Chiripa";8031
31680;"10 de Mayo";8031
31680;"El Consuelo";8031
31680;"San Rafael";8031
31690;"El Ranchito";8031
31690;"Fernando Baeza";8031
31690;"Ferrocarrilera";8031
31690;"La Junta Centro";8031
31690;"Lomas del Sol";8031
31690;"El Entronque";8031
31700;"Nuevo Casas Grandes Centro";8050
31704;"Alamedas";8050
31704;"Arboledas";8050
31704;"Juan Pablo II";8050
31710;"Dublan";8050
31719;"Nueva Dublan";8050
31720;"Los Arcos";8050
31730;"Haciendas San Isidro";8050
31730;"San Isidro";8050
31735;"Che Guevara";8050
31735;"1ro de Mayo";8050
31750;"Obrera";8050
31750;"Nueva";8050
31755;"INFONAVIT Paquime C.T.M.";8050
31758;"Nuevo Triunfo";8050
31758;"Luis D. Colosio";8050
31760;"Industrial";8050
31770;"Villa Hermosa";8050
31770;"Benito Juarez";8050
31770;"Los Encinos";8050
31777;"Heroes de la Reforma";8050
31777;"Ampliacion Zapata";8050
31778;"Accion Popular";8050
31778;"Jardines de Nuevo Casas Grandes";8050
31778;"Francisco Villa";8050
31778;"Tierra y Libertad";8050
31780;"PRI";8050
31780;"Constitucion Democratica";8050
31780;"Nadadores";8050
31789;"Juan Jose Salas";8050
31806;"Buena Fe";8050
31820;"Diaz";8005
31820;"Ascension Centro";8005
31820;"Presidentes";8005
31820;"Aeropuerto";8005
31820;"El Naranjo";8005
31829;"El Sabinal Campo Numero Siete";8005
31829;"El Sabinal Campo Numero Cinco";8005
31829;"El Sabinal Campo Numero Cuatro";8005
31829;"El Sabinal Campo Numero Tres";8005
31829;"El Sabinal Campo Numero Dos";8005
31831;"Entronque (Ley Seis de Enero)";8005
31831;"Modelo";8005
31837;"El Camello [Menonita]";8005
31846;"Oaxaca (El Marquesote)";8035
31846;"Mexico";8035
31850;"Centro";8013
31850;"La Esperanza";8013
31850;"Lindavista";8013
31850;"San Antonio";8013
31850;"Industrial";8013
31850;"Progreso";8013
31850;"Cdp";8013
31850;"Granjas";8013
31850;"Los Altos";8013
31850;"San Jose";8013
31854;"Seccion Enriquez";8013
31856;"Anchondo";8013
31857;"Juarez";8013
31860;"Garcia";8013
31860;"Hernandez";8013
31861;"El Rusio";8013
31862;"Pacheco";8013
31884;"Barrio Sur";8010
31884;"Benito Juarez";8010
31885;"Cerro Blanco";8010
31885;"San Luis";8010
31886;"El Valle";8010
31886;"Pestañas (Buenaventura)";8010
31895;"Centro";8010
31896;"Carmeño";8010
31897;"Del Seguro";8010
31897;"Villas del Sol";8010
31897;"Juan Pablo II";8010
31897;"Chamizal";8010
31898;"El Progreso";8010
31899;"Guadalupano";8010
31899;"El Molino";8010
31904;"Oscar Ornelas";8025
31908;"Libertad";8025
31928;"Aldama";8034
31940;"Las Quinientas";8040
31940;"Madera Centro";8040
31940;"Vista Hermosa";8040
31940;"El Estadio";8040
31940;"Cerro de la Cruz";8040
31940;"Obrera";8040
31940;"Campesina";8040
31940;"FOVISSSTE";8040
31940;"Lienzo Charro";8040
31940;"Ferrocarrilera";8040
31940;"Noreste";8040
31940;"INFONAVIT";8040
31940;"Internacional";8040
31940;"Emiliano Zapata";8040
31940;"Los Ojitos";8040
31940;"Pacifico";8040
31960;"La Hacienda";8048
31960;"Casas Coloradas";8048
31977;"Campo Cincuenta y Seis (Tres Hermanos)";8048
31977;"Campo Cincuenta y Dos (Campo Chiquito)";8048
31977;"Campo Cincuenta y Uno";8048
31977;"Campo Setenta y Cinco";8048
31977;"Campo Cincuenta y Uno y Medio";8048
31978;"Campo Trescientos Cinco";8048
31978;"Campo Cincuenta y Uno (El Pino)";8048
31978;"Campo Setenta y Siete";8048
31978;"Campo Doscientos Cincuenta y Uno (Jagüeyes)";8048
31978;"Campo Doscientos Cincuenta y Dos";8048
31978;"Campo Doscientos Cincuenta y Tres";8048
31978;"Campo Doscientos Cincuenta y Cuatro (La Esperanza)";8048
31980;"El Pajarito";8063
31980;"La Estacion";8063
32000;"Centro";8037
32010;"Cuauhtemoc";8037
32020;"Monumento";8037
32030;"Partido Romero";8037
32030;"Del Norte";8037
32040;"El Barreal";8037
32050;"Obrera";8037
32060;"Chaveña";8037
32070;"Monterrey";8037
32080;"Corregidora";8037
32090;"Leyes de Reforma";8037
32100;"Felipe angeles";8037
32100;"La Mesita";8037
32107;"Puerto de Anapra";8037
32107;"Rancho Anapra";8037
32107;"Lomas del Poleo";8037
32107;"La Conquista";8037
32108;"Sara Lugo";8037
32108;"Ladrillera Juarez Ampliacion";8037
32108;"Ladrillera Juarez";8037
32108;"Franja del Rio";8037
32109;"Felipe angeles Ampliacion";8037
32110;"Francisco Villa (Norponiente)";8037
32110;"Paso del Norte (Norponiente)";8037
32110;"Cazadores Juarenses";8037
32110;"Popular";8037
32120;"Altavista";8037
32130;"Bella Vista";8037
32130;"Niños Heroes";8037
32130;"Zacatecas";8037
32140;"Arroyo Colorado";8037
32140;"Consumidor";8037
32140;"Josefa Ortiz de Dominguez";8037
32140;"Postal";8037
32140;"Telegrafistas";8037
32150;"Francisco Sarabia";8037
32150;"Insurgentes";8037
32150;"Lazaro Cardenas";8037
32153;"Siglo XXI";8037
32153;"Renovacion 92";8037
32159;"Puerto la Paz";8037
32160;"Ignacio Aldama";8037
32160;"Del Carmen";8037
32160;"Durango";8037
32160;"Gregorio M. Solis";8037
32170;"Francisco I. Madero";8037
32170;"Torreon";8037
32177;"San Felipe el Real";8037
32178;"Maestros Estatales y Federales";8037
32178;"Periodista";8037
32180;"Chihuahua (Norponiente)";8037
32180;"Fronteriza";8037
32180;"Estrella del Poniente";8037
32190;"Ignacio Allende";8037
32190;"Juarez";8037
32190;"Nuevo Mexico";8037
32190;"Vicente Guerrero";8037
32190;"Tiradores del Norte";8037
32200;"Luis Echeverria";8037
32210;"16 de Septiembre";8037
32210;"Emiliano Zapata";8037
32215;"Fronteriza Ampliacion";8037
32217;"Ampliacion 16 de Septiembre";8037
32217;"Plutarco Elias Calles";8037
32217;"Plutarco Elias Calles Ampliacion";8037
32220;"Adolfo Lopez Mateos";8037
32220;"alvaro Obregon";8037
32220;"Guadalajara";8037
32220;"Gustavo Diaz Ordaz";8037
32223;"Tarahumaras";8037
32230;"Hermenegildo Galeana";8037
32230;"Mariano Escobedo";8037
32230;"Nueva Galeana";8037
32234;"Bella Provincia";8037
32234;"Burocrata Municipal";8037
32240;"Anahuac";8037
32250;"San Antonio";8037
32250;"Santa Rosa";8037
32260;"Constitucion";8037
32270;"Industrial";8037
32280;"Azteca";8037
32280;"Electricistas";8037
32280;"Del Maestro";8037
32290;"Libertad";8037
32290;"Ricardo Flores Magon";8037
32295;"La Galeanita";8037
32295;"Vista Hermosa";8037
32299;"Palo Chino";8037
32300;"Hidalgo";8037
32310;"Progresista";8037
32315;"PRONAF";8037
32320;"Del Futuro";8037
32320;"Panamericana";8037
32330;"Burocrata";8037
32330;"Partido Escobedo";8037
32330;"Del Maestro (Deportiva)";8037
32340;"2da. Burocrata";8037
32340;"Colegio";8037
32340;"Mascareñas";8037
32340;"Raul Garcia";8037
32345;"Ramos Aviles";8037
32360;"3ra. Burocrata";8037
32369;"Reginaldo Kluche";8037
32370;"Los Bosques";8037
32370;"Stockmeyer";8037
32370;"Olimpia";8037
32380;"Tres Fresnos";8037
32380;"Melchor Ocampo";8037
32409;"Partido Manuel Doblado";8037
32417;"Partido Diaz";8037
32424;"Partido Doblado";8037
32427;"Frontera";8037
32528;"Partido Iglesias";8037
32543;"Lucio Cabañas";8037
32543;"Era del Valle";8037
32543;"Puesta del Sol";8037
32543;"San Pedro del Real";8037
32545;"Partido Senecu";8037
32550;"Moreno";8037
32563;"Valles";8037
32564;"Florecillas";8037
32573;"Desarrollo Salvacar";8037
32573;"Morelos I";8037
32573;"Morelos II";8037
32573;"Morelos III";8037
32573;"Morelos IV";8037
32574;"Porfirio Silva";8037
32574;"Torres del PRI";8037
32575;"Fray Garcia de San Francisco";8037
32575;"Municipio Libre";8037
32575;"Manuel J. Clouthier";8037
32575;"Sor Juana Ines de La Cruz";8037
32575;"Frida Kahlo";8037
32575;"Profesora Maria Martinez";8037
32575;"Profesora Simona Barba";8037
32575;"Carlos Castillo Peraza";8037
32575;"Olivia Espinoza de Bermudez";8037
32576;"El Mezquital";8037
32580;"Salvarcar";8037
32580;"La Nueva Rosita";8037
32583;"Lucio Blanco";8037
32583;"Lucio Blanco II";8037
32584;"Universidad";8037
32586;"Solidaridad";8037
32587;"Fernando Baeza M.";8037
32587;"Granjas los Alcaldes";8037
32587;"Los Alcaldes Ampliacion";8037
32590;"Buenos Aires";8037
32590;"Manuel Valdez";8037
32590;"Zaragoza";8037
32590;"La Perla";8037
32590;"Simon Rodriguez";8037
32598;"Terrenos Nacionales Sur";8037
32599;"aguilas de Zaragoza";8037
32599;"Nuevo Milenio";8037
32599;"Ejido Sauzal";8037
32599;"Jose Sulaiman";8037
32599;"El Papalote";8037
32599;"Tierra Nueva I";8037
32599;"Medanos (Lomas de Zaragoza)";8037
32599;"Las Arenas";8037
32616;"La Joya";8037
32616;"Luis Donaldo Colosio";8037
32620;"5 de Mayo";8037
32625;"Kilometro 5";8037
32625;"Mil Cumbres";8037
32625;"Che Guevara";8037
32628;"Tierra y Libertad";8037
32629;"9 de Septiembre (CDP)";8037
32630;"Acacias";8037
32630;"Fundidora";8037
32640;"Mexico 68";8037
32647;"Luis Olague";8037
32650;"Andres Figueroa";8037
32650;"La Cuesta";8037
32653;"Buendia";8037
32653;"Oscar Gonzalez";8037
32662;"Erendira";8037
32663;"Prados de Santa Anita";8037
32663;"Arturo Gamiz";8037
32664;"Loma Linda";8037
32667;"Hermila";8037
32670;"Division del Norte";8037
32670;"Independencia II";8037
32670;"Morelos";8037
32670;"Panfilo Natera";8037
32670;"Ciudad Moderna";8037
32670;"1 de Mayo";8037
32670;"Revolucion Mexicana";8037
32670;"6 de Mayo";8037
32670;"SOCOCEMA";8037
32674;"12 de Julio";8037
32674;"Granjas Polo Gamboa";8037
32674;"Granjas Santa Elena";8037
32674;"Valle Dorado I";8037
32674;"Valle Dorado II";8037
32674;"Valle Dorado III";8037
32675;"Granjas San Rafael";8037
32675;"Kilometro 27";8037
32675;"Kilometro 28";8037
32675;"Agricola Emiliano Zapata";8037
32675;"Barrio Nuevo";8037
32675;"Bello Horizonte";8037
32675;"La Campesina";8037
32675;"Constituyentes";8037
32675;"Miguel Enriquez Guzman";8037
32675;"Plazuela de Acuña";8037
32675;"Del Safari 1";8037
32675;"Toribio Ortega";8037
32675;"Villa Esperanza";8037
32675;"Kilometro 29";8037
32675;"Tarahumaras";8037
32675;"Granjas de San Rafael";8037
32675;"Granjas del Desierto";8037
32675;"Granjas el Progreso";8037
32676;"1 de Septiembre Ampliacion";8037
32676;"Ladrilleros y Caleros";8037
32676;"Granjas Unidas";8037
32676;"1 de Septiembre";8037
32676;"Santa Maria";8037
32676;"Lomas de Morelos";8037
32676;"Las Flores";8037
32676;"6 de Enero";8037
32676;"La Cementera";8037
32677;"Granjas de Chapultepec";8037
32680;"Lomas de San Jose";8037
32685;"Nuevo Hipodromo";8037
32688;"Pancho Villa";8037
32688;"La Presa";8037
32690;"Aeropuerto";8037
32690;"El Granjero";8037
32694;"Campestre Virreyes";8037
32695;"Kilometro 20";8037
32695;"Lazaro Cardenas";8037
32695;"Pablo Gomez";8037
32695;"Puente Alto";8037
32695;"Rodriguez Borunda";8037
32696;"Colinas del Desierto";8037
32696;"Heroes de la Revolucion";8037
32696;"15 de Enero";8037
32696;"Sierra Grande";8037
32697;"Jose Marti";8037
32698;"INFONAVIT Ampliacion Aeropuerto";8037
32720;"San Isidro Rio Grande";8037
32780;"Centenario";8053
32789;"Esperanza";8053
32800;"Labor de Magdalena";8001
32800;"Arroyo del Carmen";8001
32800;"Fatima";8001
32815;"Ojo Caliente";8001
32816;"Agricola el Llano";8001
32830;"Valle de la Esperanza";8001
32880;"El Chamizal";8052
32880;"Ciudad Ojinaga Centro";8052
32882;"Constitucion";8052
32882;"Progreso";8052
32882;"Moderna";8052
32882;"Rio Bravo";8052
32882;"Heroes Nacionales";8052
32882;"Algodonera";8052
32883;"Emiliano Zapata";8052
32883;"Industrial";8052
32883;"Tecnologico";8052
32883;"Ayuntamiento";8052
32883;"Fronteriza";8052
32883;"1ro de Septiembre";8052
32884;"El Mirador";8052
32884;"Francisco Villa";8052
32884;"Porfirio Ornelas";8052
32884;"Reforma";8052
32884;"La Pista";8052
32884;"Aeropuerto";8052
32884;"Jose Leyva Aguilar";8052
32884;"Las Lomas";8052
32884;"Porfirio Ornelas Poniente";8052
32885;"Cañada Ancha";8052
32885;"CTM";8052
32885;"2 de Octubre";8052
32885;"Lindavista";8052
32885;"Manuel Bernardo Aguirre";8052
32885;"Agricultores";8052
32885;"Lomas del Concho";8052
32885;"Deportiva";8052
32896;"Tierras Nuevas";8052
32910;"Las Palmas";8002
32910;"Aldama Centro";8002
32912;"Bosques de San Jeronimo";8002
32912;"Villa los Morales";8002
32912;"Ampliacion Francisco Villa";8002
32912;"Las Cruces";8002
32912;"El Progreso";8002
32912;"Benito Juarez";8002
32912;"Ampliacion Benito Juarez";8002
32912;"Toribio Ortega";8002
32912;"INFONAVIT Presidentes";8002
32912;"Popular";8002
32912;"Granja Villa Verde";8002
32912;"La Esperanza";8002
32912;"La Abundancia";8002
32912;"Granjas la Abundancia";8002
32913;"Santa Fe";8002
32914;"Saenz";8002
32914;"Martires de Aldama";8002
32914;"Santa Anita";8002
32914;"Abel Aguirre";8002
32914;"San Jeronimo";8002
32914;"Huertos Gameros";8002
32917;"Industrial (Granjas)";8002
32917;"Gobernadores";8002
32917;"PRI";8002
32917;"Miguel Saavedra";8002
32917;"Residencial Santuario";8002
32917;"Lomas de Santa Ana";8002
32917;"Bellavista";8002
32918;"El Arbolito";8002
32918;"Francisco Villa";8002
32918;"Granjas del Bosque";8002
32918;"Miguel Hidalgo";8002
32918;"Emiliano Zapata";8002
32950;"Presidentes";8038
32950;"Tierra y Libertad";8038
32953;"San Jose del Carrizo (El Carrizo Viejo)";8038
32955;"Esperanza";8038
33000;"Sector Norte";8021
33000;"Sector Poniente";8021
33000;"Ciudad Delicias Centro";8021
33000;"Sector Sur";8021
33000;"Sector Oriente";8021
33010;"Carmen Serdan";8021
33016;"Solidaridad";8021
33017;"INFONAVIT Los Nogales";8021
33023;"Valle de Monte Alban";8021
33023;"El Progreso";8021
33023;"Tecnologico";8021
33029;"Obrera";8021
33030;"Imperial";8021
33030;"Industrial Norte";8021
33038;"Carmona";8021
33038;"Lotes Urbanos";8021
33040;"Los Naranjos";8021
33050;"Loma de Perez";8021
33059;"Del Empleado";8021
33060;"Benito Juarez";8021
33060;"San Isidro";8021
33060;"Villa los Laureles";8021
33066;"31 de Octubre";8021
33070;"La Llave de Oro";8021
33076;"Alameda";8021
33077;"Delicias Residencial";8021
33077;"Las Granjas";8021
33080;"Division del Norte";8021
33080;"Francisco Villa";8021
33085;"Flores del Tepeyac";8021
33085;"Los Girasoles";8021
33085;"Colinas del Valle";8021
33086;"Linda Vista";8021
33086;"Ampliacion Linda Vista";8021
33086;"Ricardo Flores Magon";8021
33086;"Granja Santo Niño";8021
33086;"San Francisco";8021
33086;"Magisterio 42 Sur";8021
33086;"Roma 2";8021
33087;"Desarrollo Urbano";8021
33087;"Emiliano J. Laing";8021
33087;"Independencia";8021
33087;"Del PRI";8021
33088;"Pablo Gomez";8021
33088;"Tierra y Libertad";8021
33088;"Ignacio C. Enriquez (FONAPO)";8021
33089;"1ro de Mayo";8021
33089;"Vencedores del Desierto";8021
33090;"Magisterial";8021
33100;"Abraham Gonzalez (La Quemada)";8021
33100;"El Alamito";8021
33100;"Las Virginias";8021
33100;"Vicente Guerrero";8021
33103;"Santa Fe (El Hachazo)";8021
33105;"Armendariz";8021
33105;"Las Moras (Rio Conchos)";8021
33105;"Industrial Sur";8021
33106;"Terrazas";8021
33108;"Morelos (Cuatro Vientos)";8021
33108;"Cuauhtemoc";8021
33108;"Francisco I. Madero (La Gomeña)";8021
33110;"Nicolas Bravo (Km. Noventa y Dos)";8021
33113;"Campesina";8021
33115;"Altavista";8021
33115;"Granja Familiares";8021
33120;"Santa Cruz de Rosales Centro";8055
33120;"Victor Rosales";8055
33120;"Ampliacion Victor Rosales";8055
33120;"Tapacolmes";8055
33120;"Accion Nacional";8055
33120;"1ro de Mayo";8055
33120;"PRI";8055
33120;"Benito Juarez";8055
33123;"Granjas";8055
33127;"Eugenio Prado";8055
33130;"Camino Real";8045
33130;"1o. de Mayo";8045
33130;"La Nogalera";8045
33130;"Unidad";8045
33130;"C.T.M.";8045
33130;"Del Bosque";8045
33130;"Del Carmen";8045
33130;"El Pedregal de San Pedro";8045
33130;"Francisco Villa";8045
33130;"Genaro Vazquez";8045
33130;"Juan Pablo II";8045
33130;"Maria de los angeles";8045
33130;"Pedro Meoqui Centro";8045
33130;"Obrera";8045
33130;"San Antonio";8045
33130;"San Felipe de Jesus";8045
33130;"Tierra y Libertad";8045
33130;"Villezcas";8045
33130;"Las Palmas";8045
33130;"V.I.M.A.";8045
33130;"Ejido Meoqui";8045
33130;"Los Aluxes";8045
33132;"Emiliano Zapata (La Chavez)";8045
33133;"Diez de Mayo (Las Cotorras)";8045
33135;"Progreso";8045
33137;"Francisco Portillo (Los Jaquez)";8045
33137;"Molino Rinconero";8045
33180;"Guachochi Centro";8027
33183;"La Cortina";8027
33183;"La Hacienda";8027
33183;"Aeropuerto";8027
33183;"La Loma";8027
33183;"Igusa";8027
33183;"Piedra Agujerada";8027
33183;"Industrial";8027
33184;"Los Pinos";8027
33184;"Campesina";8027
33184;"Magisterial";8027
33184;"Las Grazas";8027
33185;"Buenavista";8027
33185;"Deportiva";8027
33185;"Altavista";8027
33185;"Las Tunas";8027
33185;"Arboleda";8027
33185;"Lindavista";8027
33185;"Obrera";8027
33210;"Kilometro 80";8009
33210;"San Juanito Centro";8009
33210;"Magisterial";8009
33245;"Campo Veintinueve";8018
33247;"Campo 27 B";8018
33247;"Campo 27";8018
33247;"Mexico";8018
33247;"Campo 28";8018
33250;"Cusi (Ojo de Agua)";8018
33253;"Campo 26";8018
33270;"Santa Isabel Centro";8024
33270;"La Estacion";8024
33270;"Loma Jaqueña";8024
33283;"Buenavista";8012
33365;"Montenegro (San Antonio)";8020
33430;"El Tascate";8065
33470;"Presidentes";8029
33470;"Mina";8029
33470;"Guadalupe y Calvo Centro";8029
33470;"Arboledas del Mohinora";8029
33500;"San Francisco del Oro Centro";8059
33500;"Guillermo Baca";8059
33500;"Magisterial";8059
33500;"Hospital";8059
33500;"Zacatecas";8059
33560;"Mariano Balleza Centro";8007
33560;"Raul Fernandez";8007
33560;"Paula Aun de Aguirre";8007
33560;"El Chamizal";8007
33580;"Santa Barbara Centro";8060
33583;"11 de Julio";8060
33583;"La Descubridora";8060
33583;"Moctezuma";8060
33583;"Niño Artillero";8060
33584;"El Nogal";8060
33584;"Prado de los angeles";8060
33584;"San Antonio";8060
33585;"California";8060
33585;"El Ranchito (San Lorenzo)";8060
33585;"El Viento";8060
33585;"Francisco I. Madero";8060
33586;"21 de Marzo";8060
33586;"Guadalupe Victoria";8060
33586;"Guillermo Prieto";8060
33586;"Leon Guzman";8060
33587;"18 de Marzo";8060
33587;"Felipe angeles";8060
33587;"Industrial Minera Mexicana";8060
33587;"Jesus Garcia";8060
33587;"Melchor Ocampo";8060
33587;"Tecolotes";8060
33600;"Flores";8011
33620;"Saucillo Centro";8062
33623;"Changay";8062
33624;"Arboleda";8062
33624;"Agustin Melgar";8062
33624;"Carlos Chavira Becerra";8062
33624;"Guadalupe";8062
33625;"Luis Donaldo Colosio";8062
33625;"Altavista";8062
33625;"PRI";8062
33625;"El Mirador";8062
33626;"Pablo Gomez";8062
33626;"Benito Juarez";8062
33626;"Hacienda San Marcos";8062
33627;"La Chancla";8062
33627;"El Ranchito de Armendariz";8062
33627;"Las Acequias";8062
33633;"Benito Juarez";8062
33633;"Altamirano (Loma Grande)";8062
33633;"Bellavista";8062
33633;"Ampliacion Altamirano";8062
33633;"Ampliacion de las Varas";8062
33633;"Ampliacion las Mercedes";8062
33633;"Santa Rosa";8062
33637;"Parritas";8062
33637;"Vicente Guerrero";8062
33637;"Francisco I. Madero (El Gato Negro)";8062
33637;"Carlos A. Madrazo (Kilometro Cincuenta y Nueve)";8062
33637;"Rodrigo M. Quevedo";8062
33637;"Gonzaleñas";8062
33637;"Magisterial";8062
33644;"San Antonio";8062
33650;"La Pila";8067
33650;"Galvan";8067
33650;"Valle de Zaragoza Centro";8067
33650;"Agrarista";8067
33650;"Campesina";8067
33652;"Galvan (Rancho Ocho)";8067
33670;"Panamericana";8016
33700;"Ciudad Camargo Centro";8011
33730;"La Lagunita";8011
33730;"PEMEX";8011
33737;"Alsalcia y Lorena";8011
33737;"Quinta Gracia";8011
33737;"Villa Diamante";8011
33739;"arbol Grande";8011
33740;"Revolucion";8011
33740;"Estanislao Muñoz";8011
33748;"Aeropuerto";8011
33749;"Jardines del Desierto";8011
33749;"Francisco I. Madero";8011
33750;"Agricola Industrial";8011
33760;"San Isidro";8011
33768;"Benito Juarez";8011
33769;"Obrera";8011
33770;"Chavira";8011
33770;"Xeoh";8011
33778;"Las Torres";8011
33778;"Abraham Gonzalez";8011
33778;"Laderas Abraham Gonzalez";8011
33779;"Jorge Negrete";8011
33800;"Hidalgo del Parral Centro";8032
33810;"Emiliano Zapata";8032
33810;"Jose Lopez Portillo";8032
33810;"Ampliacion Jose Lopez Portillo";8032
33814;"Del Prado";8032
33814;"INFONAVIT La Estacion";8032
33815;"San Uriel INFONAVIT";8032
33815;"Heroes de la Revolucion";8032
33815;"El Polvorin";8032
33815;"Rinconadas del Sol";8032
33815;"Juan Rangel de Biesca";8032
33816;"Minas del Real";8032
33820;"INFONAVIT El Milagro";8032
33820;"Francisco Villa";8032
33820;"Loma Linda";8032
33820;"El Progreso";8032
33820;"El Hormiguero";8032
