"d_codigo";"d_asenta";"fk_c_CP"
37500;"La Martinica";11020
37510;"Oriental";11020
37510;"Oriental Anaya";11020
37510;"Parque Manzanares";11020
37510;"Villas Pradera";11020
37520;"Aztecas";11020
37520;"Santa Maria del Granjeno";11020
37520;"Praderas del Sur";11020
37530;"Cerrito de Jerez";11020
37530;"Colinas de San Isidro";11020
37530;"Granjas Jardines de Jerez";11020
37530;"Jardines de Jerez";11020
37530;"Jardines de Jerez II";11020
37530;"Jardines de Jerez III";11020
37530;"Residencial del Parque";11020
37530;"Residencial San Isidro";11020
37530;"Villas de San Isidro";11020
37530;"Villas Santa Julia";11020
37530;"Fracciones de Jerez";11020
37530;"Colinas de Santa Julia";11020
37530;"Sur Loma Hermosa";11020
37530;"Jardines de Santa Julia";11020
37530;"Villas Mariana";11020
37530;"Ote. Villas Santa Julia";11020
37530;"Villas Santa Julia II Seccion";11020
37530;"San Isidro de Jerez";11020
37536;"Parques de la Pradera";11020
37536;"Jardines de La Pradera";11020
37536;"Rinconada del Sur";11020
37538;"Campestre de Jerez";11020
37538;"Cañada de Jerez";11020
37538;"Jardin Delta";11020
37538;"La Raza";11020
37538;"Loma Hermosa";11020
37538;"Lomas de Jerez";11020
37538;"Pedregal de Jerez";11020
37538;"Real de Jerez";11020
37538;"Valle de Jerez";11020
37538;"Valle Delta";11020
37538;"La Esperanza de Jerez";11020
37538;"Jesus Maria";11020
37539;"Balcones de Jerez";11020
37539;"Campestre Nuevo Jerez";11020
37539;"Ladera de Jerez";11020
37544;"San Carlos";11020
37544;"San Carlos la Rocha";11020
37544;"Granjas San Carlos";11020
37545;"Arboleda San Jose";11020
37545;"Delta de Jerez";11020
37545;"Las Torres";11020
37545;"Mezquital de Jerez";11020
37545;"San Jose El Alto";11020
37545;"Valle Dorado";11020
37545;"Valle del Maguey";11020
37545;"Valle de San Nicolas";11020
37545;"Mezquital 2000";11020
37545;"Valle del Real";11020
37545;"Valle de las Haciendas";11020
37545;"San Juan Bautista";11020
37547;"Lomas de San Carlos";11020
37547;"La Rosa Amarilla";11020
37547;"Santa Cruz";11020
37547;"Valle de La Hacienda";11020
37547;"Santa Gertrudis";11020
37547;"Residencial San Jose";11020
37547;"El Trebol";11020
37547;"Valle de San Carlos";11020
37548;"Arboleda del Refugio";11020
37548;"Libertad";11020
37548;"Popular Guadalajara";11020
37548;"Nuevo Milenio";11020
37548;"Refugio de San Jose";11020
37549;"Villa de Cirella";11020
37549;"Arboleda San Hilarion";11020
37549;"La Gloria";11020
37549;"Maria de La Luz";11020
37549;"Negrete";11020
37549;"Popular Polanco";11020
37549;"Union Obrera";11020
37549;"Valle de San Jose";11020
37549;"Xoconoxtle";11020
37549;"Delta 2000";11020
37549;"Paseos de La Castellana";11020
37549;"Villas Santa Teresita";11020
37550;"San Alfonso";11020
37550;"El Granjeno";11020
37550;"Fraccion del Granjeno";11020
37550;"Maria Dolores";11020
37550;"Sur El Granjeno";11020
37550;"Bosques Reales";11020
37550;"Sur Cementos";11020
37555;"San Jose de Cementos";11020
37555;"Bosques de La Pradera";11020
37557;"Rivera del Rio";11020
37557;"Valle del Sur";11020
37557;"Nte. Santa Maria de Cementos";11020
37557;"Santo Domingo";11020
37560;"Santa Maria de Cementos";11020
37560;"Cementos";11020
37564;"Fracciones de los Arcos";11020
37564;"Centro de Prevencion Social";11020
37564;"Condominio Industrial Leon";11020
37566;"Fracciones de Santa Lucia";11020
37570;"Parques del Sur V";11020
37570;"El Guajito";11020
37570;"Jesus de Nazaret";11020
37570;"La Moreña";11020
37570;"Villas de Leon";11020
37570;"Granjeno Plus (IVEG)";11020
37570;"Parque La Noria";11020
37570;"Sur La Moreña";11020
37600;"Esquipulas";11030
37600;"Granja de La Conquista";11030
37600;"Los Aztecas";11030
37600;"Los Espinos";11030
37600;"Maravillas";11030
37600;"San Sebastian";11030
37600;"San Felipe Centro";11030
37600;"El Fraile";11030
37600;"Aviacion";11030
37600;"Revolucion";11030
37600;"Zapotes";11030
37600;"Oriental";11030
37600;"La Conchita";11030
37600;"San Miguel";11030
37600;"Teneria";11030
37600;"FOVISSSTE";11030
37600;"San Antonio";11030
37600;"Santuario";11030
37600;"Las Fabricas";11030
37600;"La Florida";11030
37600;"Magisterial";11030
37600;"Independencia";11030
37605;"La Huerta";11030
37611;"Estacion Ventilla";11030
37611;"Jaral de Berrios (Estacion Jaral)";11030
37615;"Chirimoya (Estacion Chirimoya)";11030
37620;"San Isidro de Capellania";11030
37620;"Capellania";11030
37636;"El Mezquite";11022
37641;"La Haciendita";11022
37641;"La Tinaja";11022
37643;"El Tropezon";11022
37643;"La Laguna Cercada";11022
37644;"El Puerquito";11022
37645;"Jesus Maria";11022
37660;"Valle de las Flores";11020
37660;"Nuevo Progreso";11020
37660;"Rinconada la Esmeralda";11020
37660;"Ampliacion Latinoamericana";11020
37660;"San Isidro (La Virgencita)";11020
37660;"San Pedro del Monte (La Huizachera)";11020
37660;"Rustico San Pedro";11020
37660;"Latinoamericana";11020
37660;"La Esmeralda";11020
37660;"San Isidro de las Colonias";11020
37660;"El Puente";11020
37664;"Rancho Nuevo de la Venta";11020
37665;"Piedra Blanca";11020
37665;"La Cañada";11020
37666;"Plan de Ayala (Santa Rosa)";11020
37667;"La Nueva Estancia (La Floreña)";11020
37667;"Las Tablas de Santa Rosa (Ignacio Gonzalez)";11020
37667;"La Floresta";11020
37668;"Corral de Piedra";11020
37669;"Lagunillas";11020
37670;"Las Delgadas Cinco (Ejido Duarte)";11020
37670;"El Alto de las Carreras";11020
37673;"La Providencia";11020
37677;"Ibarrilla";11020
37680;"Lomas de la Loza";11020
37680;"Camino a los Pirules";11020
37680;"Los Lopez";11020
37680;"Sur de los Lopez";11020
37680;"Ladrilleras del Refugio";11020
37683;"De los Sauces";11020
37683;"Los Olivos (El Nuevo Paraiso)";11020
37683;"Los alamos (Rincon de Patiño)";11020
37683;"Peñuelas";11020
37683;"La Cieneguita";11020
37683;"Cipreses";11020
37683;"Valle de Aranzazu";11020
37683;"Los Sauces";11020
37683;"Lomas del Suspiro";11020
37683;"Granjas Economicas";11020
37683;"Las Palomas";11020
37683;"Loma de los Sauces";11020
37683;"San Isidro de los Sauces";11020
37683;"Campestre Rustico los Sauces";11020
37684;"San Juan de Abajo";11020
37685;"Bajio de Bolas Blancas";11020
37685;"El Tajo (Carlos Muñoz Horta)";11020
37685;"Capellania de Loera";11020
37685;"Estacion Trinidad";11020
37685;"Arboledas de los Lopez Primera Seccion";11020
37685;"San Jose del Clavel";11020
37685;"La Huaracha";11020
37685;"Nueva Colonia San Carlos";11020
37687;"Miguel Hidalgo Dos (El Bordo)";11020
37687;"La Cinta";11020
37687;"El Tope de la Sandia";11020
37687;"La Sardina";11020
37688;"Valle Nuevo";11020
37688;"La Correa (San Antonio del Monte)";11020
37688;"Granjas las Palomas";11020
37689;"Ampliacion Providencia";11020
37689;"San Jose de Barron (El Cachete)";11020
37689;"San Vicente";11020
37689;"Providencia";11020
37689;"Villas del Rosario";11020
37689;"San Jose de Duran (Los Troncoso)";11020
37689;"Providencia Uno";11020
37689;"San Antonio de los Tepetates";11020
37689;"Noria de Septien (San Jose de San Juan)";11020
37689;"Las Cinco Llagas";11020
37696;"Las Ladrilleras";11020
37700;"San Miguel de Allende Centro";11003
37710;"Guadalupe";11003
37713;"Miguel Hidalgo";11003
37715;"Aurora";11003
37717;"Mexiquito";11003
37720;"Balcones";11003
37720;"Rinconada de Los Balcones";11003
37720;"Pajaros de Cante";11003
37725;"El Obraje";11003
37727;"San Luis Rey";11003
37727;"Nuevo San Miguel";11003
37727;"Montes de Loreto";11003
37727;"Santa Cecilia";11003
37728;"Insurgentes";11003
37729;"Azteca";11003
37730;"San Rafael Insurgentes";11003
37732;"Independencia";11003
37733;"San Felipe Neri";11003
37733;"Potreritos de San Jose";11003
37734;"Santa Julia";11003
37736;"Olimpo";11003
37736;"Lindavista";11003
37736;"Progreso";11003
37736;"Heroes";11003
37737;"Providencia";11003
37738;"Luis Donaldo Colosio";11003
37738;"San Martin";11003
37738;"Los Alambres";11003
37738;"Adolfo Lopez Mateos";11003
37738;"Santa Cruz de La Paz";11003
37738;"Ejido de Tirado";11003
37740;"Arcos de San Miguel";11003
37747;"La Luz";11003
37748;"Pegaso";11003
37750;"San Antonio";11003
37753;"Los Mezquites";11003
37755;"Peña de la Cruz (Ejido San Miguel Viejo)";11003
37755;"Mision de La Estacion";11003
37756;"Colinas de San Miguel";11003
37759;"Estacion del Ferrocarril";11003
37760;"Allende";11003
37765;"La Lejona";11003
37765;"Nuevo Pantoja [Zona Ecologica]";11003
37769;"Caracol";11003
37770;"Guadiana";11003
37776;"San Miguel Tres Cruces";11003
37777;"Ojo de Agua";11003
37790;"Villa de los Frailes";11003
37795;"El Mirador";11003
37796;"La Cañadita";11003
37797;"Residencial Malanquin la Mesa";11003
37800;"Centro Dolores Hidalgo";11014
37803;"Nuevo Milenio";11014
37803;"Universidad";11014
37803;"La Cruz del Padre Razo (Las Crucitas)";11014
37803;"Gladiolas";11014
37803;"Heroes de San Cristobal";11014
37803;"Lazaro Cardenas";11014
37803;"Lomas Verde";11014
37803;"Margaritas";11014
37803;"La Providencia";11014
37803;"Rancho Verde";11014
37803;"Mariano Balleza";11014
37803;"San Antonio del Carmen";11014
37803;"SOP";11014
37803;"Arboledas";11014
37803;"Vista Hermosa";11014
37804;"Satelite";11014
37804;"Compositores";11014
37804;"El Mirador";11014
37804;"Jacarandas";11014
37804;"La Granja";11014
37804;"San Pedro";11014
37804;"Villa de Dolores";11014
37804;"Carolina";11014
37804;"Azteca";11014
37804;"El Tajo";11014
37804;"Miguel Hidalgo";11014
37804;"Estacion de Dolores";11014
37804;"Los Pinos";11014
37804;"San Agustin";11014
37804;"Guadalupe";11014
37804;"Las Flores";11014
37804;"Revolucion";11014
37804;"Santa Cruz";11014
37804;"Alameda";11014
37805;"Jesus Maria";11014
37805;"Independencia";11014
37805;"San Pablo";11014
37805;"San Jose";11014
37805;"El Paraiso";11014
37805;"Lomas de Lourdes";11014
37805;"Ex Haciendas Pablo";11014
37805;"El Pretorio";11014
37805;"FOVISSSTE";11014
37805;"12 de Octubre";11014
37805;"Insurgentes";11014
37806;"Fortin de las Flores";11014
37806;"Ejido Dolores";11014
37806;"Lomas del Sur";11014
37806;"Sagrado Corazon";11014
37806;"San Diego";11014
37806;"Las Palomas";11014
37806;"San Juan";11014
37806;"Valle del Sur";11014
37806;"Chapalita";11014
37806;"Santa Cecilia";11014
37806;"Jesus del Monte";11014
37806;"Loma Bonita";11014
37806;"15 de Septiembre";11014
37806;"Ampliacion 15 de Septiembre";11014
37806;"Niños Heroes";11014
37806;"Lindavista";11014
37806;"Cocomacan";11014
37806;"San Antonio";11014
37806;"Ampliacion Francisco I Madero";11014
37806;"Francisco I Madero";11014
37807;"Paraiso";11014
37807;"Nicolas Bravo";11014
37807;"Padre Hidalgo";11014
37807;"San Francisco de Asis";11014
37807;"Deportiva";11014
37810;"Rancho el Calvarito";11014
37813;"El Llano de Arriba (El Llano Redondo)";11014
37813;"San Pedro y Anexas";11014
37814;"Ejido de la Barranca";11014
37814;"San Miguelito";11014
37817;"El Rosillo (El Rosillo de Arriba)";11014
37817;"La Candelaria";11014
37823;"La Colorada";11014
37823;"La Quemadita";11014
37823;"Cancino";11014
37823;"Cerrito de Esteban";11014
37823;"La Esperanza";11014
37823;"El Tranqueño";11014
37826;"Trancas";11014
37840;"San Isidro";11014
37842;"La Ventilla";11014
37843;"San Antonio del Llanito";11014
37843;"San Dieguito de Tierra Blanca";11014
37850;"San Diego de La Union Centro";11029
37854;"Lomas de Alcala";11029
37855;"Las Flores";11029
37855;"Lomas de Guadalupe";11029
37856;"Ejidal";11029
37856;"Lindavista";11029
37857;"Lomas del Pedregal";11029
37877;"El Pedregal";11029
37885;"Palmita de Landeta";11003
37886;"Cerro de las Tres Cruces";11003
37888;"San Antonio de las Cuevitas";11003
37892;"El Vergel de los Laureles";11003
37892;"La Loma";11003
37892;"La Romita";11003
37893;"Ampliacion Cieneguita";11003
37897;"Esperanza";11003
37900;"San Luis de La Paz Centro";11033
37903;"San Luisito";11033
37903;"Y Griega";11033
37903;"Banda de Abajo";11033
37903;"La Panoramica";11033
37903;"Banda de Arriba";11033
37903;"Planta Solar";11033
37903;"Insurgentes";11033
37903;"La Quinta";11033
37903;"Santa Cruz";11033
37904;"Mision de Chichimecas";11033
37904;"Santuario";11033
37904;"Internado";11033
37904;"La Montañita";11033
37904;"Cristo Rey";11033
37904;"Alameda";11033
37904;"Ojo de Agua";11033
37904;"San Luis Rey";11033
37905;"Lomas Verdes";11033
37905;"La Esperanza";11033
37905;"Buenavista";11033
37905;"Los Doctores";11033
37905;"ISSSTE";11033
37905;"Magisterial";11033
37905;"Vicente Guerrero";11033
37905;"Los alamos";11033
37905;"La Espiga";11033
37905;"Vista Hermosa";11033
37905;"Cerro Prieto";11033
37905;"Del Bosque";11033
37905;"Benito Juarez";11033
37905;"El Quijay";11033
37905;"Lazaro Cardenas";11033
37905;"Nuevo Mexico";11033
37906;"Las Ladrilleras";11033
37906;"La Central";11033
37906;"Loretito";11033
37906;"Sr. Eccehomo";11033
37906;"Nueva del Sol";11033
37906;"Del Sol";11033
37906;"La Palma";11033
37906;"La Esperanza";11033
37906;"San Ignacio";11033
37906;"Buenos Aires";11033
37907;"La Virgencita";11033
37907;"La Purisima";11033
37907;"El Panteon";11033
37907;"Los Pinos";11033
37907;"Lindavista";11033
37907;"San Isidro";11033
37907;"Siglo XXI";11033
37907;"San Luis Gonzaga";11033
37907;"Nuevo San Luis";11033
37913;"Lomas de Santa Elena";11033
37913;"Cruz Blanca";11033
37915;"Las Vizcainas";11033
37915;"Ampliacion la Huerta";11033
37915;"Benito Juarez";11033
37917;"Ampliacion la Florida";11033
37917;"Lazaro Cardenas";11033
37917;"Valle de Guadalupe";11033
37918;"Cerro Prieto";11033
37927;"Los Linderos";11043
37927;"Paso Hondo";11043
37927;"Tasajillo";11043
37927;"Cieneguilla";11043
37927;"Mision de Arnedo";11043
37928;"Las Higueras (Carrizal de Higueras)";11043
37928;"Milpillas de Santiago";11043
37928;"Los Remedios (Cerro Grande)";11043
37950;"El Tablon";11034
37960;"Primero de Diciembre";11013
37960;"Ejidal J. Orduña";11013
37960;"La Cantera";11013
37960;"La Otra Banda";11013
37960;"Doctor Mora Centro";11013
37960;"El Paraiso";11013
37967;"La Fortuna";11013
37970;"El Tepetate";11040
37970;"Don Blas";11040
37970;"Libertad";11040
37970;"Los Aguacates";11040
37973;"Derramadero del Sauz";11040
37973;"Las animas";11040
37973;"Torrecitas";11040
37974;"Las Moras";11040
37974;"El Salto";11040
37974;"El Zapote";11040
37974;"Milpa Blanca";11040
37974;"Monte Prieto";11040
37974;"Villa Union";11040
37975;"Cieneguilla";11040
37975;"Cano de San Isidro";11040
37975;"El Picacho";11040
37975;"El Progreso";11040
37975;"Peña Blanca Dos";11040
37980;"San Jose Iturbide Centro";11032
37983;"Presidentes";11032
37983;"La Llorona";11032
37983;"Buenavista";11032
37983;"Buenavista 1ra. Seccion";11032
37983;"Buenavista 2da. Seccion";11032
37983;"Buenavista 3ra. Seccion";11032
37983;"Buenavista 4ta. Seccion";11032
37983;"Buenavista II";11032
37983;"La Llorona 1a. Secc.";11032
37983;"La Llorona 2a. Secc.";11032
37983;"Las Mercedes";11032
37983;"Padres Marias";11032
37983;"Villas de San Jose";11032
37984;"Peña Taurina";11032
37984;"Colinas de San Jose";11032
37984;"El Mirador";11032
37984;"El Tepetate";11032
37984;"Lomas del Cerrito";11032
37984;"San Jose del Sol";11032
37984;"Santa Elena";11032
37984;"Vista Real";11032
37985;"La Deportiva";11032
37985;"Nicolas Campa";11032
37985;"Arboladas";11032
37985;"El Panteon";11032
37985;"El Pinito";11032
37985;"La Purisima";11032
37985;"Valle Alameda";11032
37986;"La Venta";11032
37986;"La Cantera";11032
37986;"La Huerta";11032
37986;"Rancho Nuevo";11032
37986;"Rancho Viejo";11032
37988;"El Arenal de Abajo";11032
37988;"El Arenal de Arriba";11032
37988;"El Cerrito del Arenal";11032
37988;"El Mastranto";11032
37988;"Allende (El Mosqueado)";11032
37990;"El Cerrito de Galomo";11032
37990;"El Cipres";11032
37990;"El Huizache de Galomo";11032
37990;"El Nacimiento";11032
37990;"El Pozo Blanco de Galomo";11032
37990;"Jesus Maria de Abajo";11032
37990;"La Laguna";11032
37990;"La Norita del Refugio";11032
37990;"La Nueva Trinidad";11032
37991;"La Cienega";11032
37993;"Los Chavez";11032
37994;"La Escondida";11032
37994;"La Estancia del Capulin";11032
37994;"La Loma de los Terreros";11032
37995;"El Cerro del Pajaro (El Eucalipto)";11032
37995;"El Jaralillo";11032
37995;"El Panalito";11032
37995;"El Zapote";11032
37995;"Guadalupe (Hacienda de Guadalupe)";11032
37995;"Los Encinos";11032
37996;"Estancia de San Diego";11032
37996;"La Torna";11032
37997;"San Jeronimo";11032
37997;"La Alameda";11032
37997;"San Francisco";11032
37997;"El Carmen";11032
37997;"El Ranchito de la Huerta";11032
37997;"La Palmita del Cinco de Mayo";11032
37997;"La Purisima de la Huerta";11032
37997;"Nuevo Cinco de Mayo";11032
37997;"San Antonio de la Ascension";11032
37997;"Viborillas";11032
37998;"La Concepcion de Abajo";11032
37998;"La Concepcion de Arriba (La Concha)";11032
37998;"La Soledad";11032
37998;"Las Pomas (San Rafael de las Pomas)";11032
37998;"Santa Brigida";11032
38000;"Celaya Centro";11007
38010;"Arboledas de Camargo";11007
38010;"Alfredo Vazquez Bonfil";11007
38010;"FOVISSSTE";11007
38010;"Guanajuato";11007
38010;"Lindavista";11007
38010;"Mexico";11007
38010;"Residencial Tecnologico";11007
38010;"San Antonio";11007
38010;"San Martin de Camargo";11007
38010;"Valle Hermoso";11007
38010;"Camargo";11007
38010;"Canal de Camargo";11007
38010;"Industriales";11007
38010;"Quinta Santa Maria";11007
38013;"Los Naranjos";11007
38013;"Valle Naranjos";11007
38013;"Rinconada del Bosque";11007
38013;"Virgen del Refugio";11007
38014;"Las Americas";11007
38014;"Americas del Bajio";11007
38015;"Zona de Oro del Bajio";11007
38016;"Prados el Naranjal";11007
38016;"Don Gu";11007
38016;"Valle de los Naranjos III Seccion";11007
38016;"Valle de los Naranjos II Seccion";11007
38017;"Guadalupe";11007
38017;"Canal de Labradores";11007
38017;"Ciudadela";11007
38017;"Lazaro Cardenas";11007
38017;"El Paraiso de los angeles";11007
38017;"Las Aves";11007
38017;"Dos Plazas";11007
38017;"Tahi";11007
38018;"Praderas de Santa Julia";11007
38018;"10 de Abril";11007
38020;"Los Laureles";11007
38020;"Providencia";11007
38020;"Zona de Oro";11007
38020;"San Juanico";11007
38020;"Residencial Xochipilli";11007
38024;"Villa de los alamos";11007
38024;"alamos";11007
38024;"Valle del Real";11007
38024;"alamos Oriente";11007
38027;"Los Sauces";11007
38027;"Nuevo Celaya";11007
38027;"San Juanico 1a Secc";11007
38027;"San Juanico 2a Secc";11007
38028;"Los Pinos";11007
38028;"El Haba";11007
38028;"Imperial";11007
38028;"La Cruz";11007
38028;"Villas de La Esperanza";11007
38030;"Benito Juarez";11007
38030;"Emiliano Zapata";11007
38030;"Recursos Hidraulicos";11007
38030;"Emiliano Zapata Norte";11007
38030;"Tierra y Libertad";11007
38033;"Villas Vicenza";11007
38033;"Excelaris";11007
38033;"Lopez Portillo";11007
38033;"Emiliano Zapata Sur";11007
38034;"Cuauhtemoc";11007
38034;"Los Tules";11007
38034;"Villas de Benavente";11007
38034;"Villas Reales";11007
38035;"Las Arenas";11007
38035;"Gobernadores";11007
38035;"Moctezuma";11007
38035;"Santa Rita";11007
38035;"Ampliacion Emiliano Zapata";11007
38035;"La Rinconada de San Miguel";11007
38035;"Nat Tha Hi";11007
38035;"Mision Santa Fe";11007
38035;"Villas del Benavente II";11007
38035;"Brisas del Carmen";11007
38036;"La Herradura";11007
38036;"Viñas de La Herradura";11007
38036;"Los Pirules";11007
38036;"Mision de La Esperanza";11007
38037;"Juan Pablo II";11007
38040;"La Joya";11007
38040;"Los angeles";11007
38040;"Santa Anita";11007
38040;"Villas del Paraiso";11007
38046;"Granada";11007
38046;"Los Impresionistas";11007
38050;"Parque Central";11007
38050;"Zempoala";11007
38057;"Mediterraneo";11007
38057;"Villa de los Reyes";11007
38057;"Arcada Alameda";11007
38057;"La Fundacion";11007
38060;"Rinconadas Arboledas";11007
38060;"Bosques de Chapultepec";11007
38060;"Las Arboledas";11007
38060;"Los Lagos";11007
38060;"Rosalinda";11007
38060;"Suiza";11007
38060;"Enrique Colunga";11007
38060;"Primera Fraccion de Crespo (El Tanque)";11007
38060;"Quinta Bugambilias";11007
38063;"Portones de la Hacienda";11007
38065;"Esmeralda";11007
38068;"Jardines del Centro";11007
38070;"Emeteria Valencia";11007
38070;"Villas del Rocio";11007
38078;"El Olivar";11007
38078;"Quinta Boulevard";11007
38079;"El Dorado";11007
38080;"Rancho Pinto";11007
38080;"Jardines de Celaya 1a Secc";11007
38080;"Jardines de Celaya 2a Secc";11007
38080;"Jardines de Celaya 3a Secc";11007
38080;"Jardines del Sur";11007
38080;"Las Delicias";11007
38080;"Las Insurgentes";11007
38080;"Obrero Mundial";11007
38080;"3 Guerras";11007
38080;"Villas del Tenis";11007
38080;"Santa Teresa";11007
38080;"Arboledas del Campestre";11007
38080;"Riveras del Campestre";11007
38085;"Del Bosque";11007
38085;"Progreso Solidaridad";11007
38085;"San Jose de Torres";11007
38086;"Ex-Hacienda de Trojes";11007
38086;"San Isidro de Trojes";11007
38090;"Floresta del Sur";11007
38090;"Los Frailes";11007
38090;"Jacarandas";11007
38090;"Jose Suarez Irigoyen";11007
38090;"La Soledad";11007
38090;"Las Flores";11007
38090;"Santa Barbara";11007
38090;"Santa Isabel";11007
38090;"Santa Maria";11007
38090;"Rancho Seco";11007
38090;"Reforma";11007
38090;"Rinconada San Jorge";11007
38094;"Arreguin de Abajo";11007
38094;"Michinelas";11007
38095;"Villas del Romeral";11007
38096;"Santiago de la Cruz";11007
38096;"Independencia";11007
38096;"Revolucion";11007
38096;"Santa Cecilia";11007
38097;"Bosques del Sol";11007
38097;"San Francisco";11007
38097;"El Cantar";11007
38098;"Ejidal";11007
38098;"Valle de La Primavera";11007
38099;"Monte Blanco";11007
38099;"San Rafael";11007
38099;"Felipe angeles";11007
38100;"La Aurora";11007
38100;"San Antonio Gallardo";11007
38105;"Los Tres Puentes";11007
38110;"Jose Perez (Hoyos de Arena)";11007
38110;"El Diamante de la Virgen";11007
38110;"La Concordia";11007
38110;"La Esperanza de Yustis (Los Martinez)";11007
38114;"Las Palmas";11007
38115;"Segunda de Estrada (San Pablo)";11007
38115;"Patria Nueva";11007
38115;"Pedro Maria Anaya";11007
38116;"El Puente";11007
38117;"El Becerro (Santos Degollado)";11007
38124;"Roque";11007
38125;"Los Aguirre";11007
38126;"Villas de Roque (La Ladrillera)";11007
38126;"San Rafael de Yustis (Loretio)";11007
38130;"Los Establos (Los Arenales)";11007
38130;"Guadalupe";11007
38134;"La Trinidad";11007
38134;"Luis Donaldo Colosio";11007
38137;"San Jose de la Presa";11007
38140;"Las Granjas";11007
38143;"San Isidro del Refugio (El Tajo)";11007
38143;"El Cuije";11007
38143;"Monte Grande";11007
38144;"Partidas (San Juan de Partidas)";11007
38144;"La Cruz";11007
38144;"La Maquina";11007
38144;"Jofre";11007
38144;"Los Mancera";11007
38144;"Santa Anita";11007
38144;"La Granja";11007
38144;"San Francisco";11007
38150;"Rincon de Tamayo Centro";11007
38152;"La Cruz";11007
38152;"Arroyo";11007
38153;"San Juan";11007
38154;"San Marcos";11007
38155;"La Resurreccion";11007
38159;"Nuevo Mexico";11007
38160;"Apaseo El Grande Centro";11005
38160;"San Juan";11005
38160;"Primavera";11005
38163;"El Cerrito";11005
38163;"San Jose";11005
38163;"Casas Blancas";11005
38163;"Antonio Plaza";11005
38163;"La Pastorcita";11005
38163;"Acequia Grande";11005
38163;"Jacarandas";11005
38163;"Puente Colorado";11005
38164;"Obrera";11005
38164;"Los Hernandez";11005
38164;"Del Charco";11005
38164;"Jardines";11005
38164;"Las Peñitas";11005
38164;"La Calzada";11005
38164;"Lindavista";11005
38165;"La Villita";11005
38165;"El Molino de Arriba";11005
38165;"Loma Bonita";11005
38165;"Ruiz Cortinez";11005
38165;"15 de Mayo";11005
38165;"La Esperanza";11005
38165;"Ricardo Flores Magon";11005
38165;"Vista Hermosa";11005
38166;"Las Maravillas";11005
38166;"La Azteca";11005
38166;"Las Violetas";11005
38166;"Margarita Maza de Juarez";11005
38166;"Los Molina";11005
38166;"El Molino";11005
38167;"Miravalle";11005
38167;"Villas del Sur";11005
38167;"Los Fresnos";11005
38167;"La Huerta";11005
38167;"Magisterial";11005
38168;"Fundacion";11005
38168;"Las Higueras";11005
38168;"Venustiano Carranza";11005
38168;"El Pedregal";11005
38174;"Garcia";11005
38184;"Las Adjuntas";11005
38195;"San Cristobal";11005
38195;"Villa Colombia";11005
38197;"Rancho Nuevo";11005
38200;"Comonfort Centro";11009
38202;"La Providencia";11009
38203;"alvaro Obregon";11009
38204;"Magisterial";11009
38204;"Cuauhtemoc";11009
38204;"San Francisco Chumacero";11009
38204;"San Carlos";11009
38204;"Camacho";11009
38204;"La Mezquitada";11009
38204;"Guadalupe";11009
38204;"San Francisco";11009
38204;"Solidaridad";11009
38204;"Las Haciendas";11009
38204;"Santa Lucia";11009
38204;"29 de Junio";11009
38204;"2a. de San Carlos";11009
38205;"Orduña de Abajo";11009
38206;"Rinconcillo (Rinconcillo de los Remedios)";11009
38207;"San Isidro de San Jeronimo";11009
38210;"Empalme Escobedo Centro";11009
38210;"Soria";11009
38210;"Azteca";11009
38210;"Lazaro Cardenas";11009
38210;"Romero Trovador";11009
38210;"Lindavista";11009
38210;"1o. de Mayo";11009
38210;"Guadalupe (San Antonio de Guadalupe)";11009
38210;"Loma Linda";11009
38210;"Sector Reforma";11009
38217;"La Laguna";11009
38240;"Santa Cruz de Juventino Rosas Centro";11035
38243;"Ampliacion El Puente";11035
38243;"La Torna";11035
38243;"Lindavista II";11035
38243;"Loma Bonita de America";11035
38243;"Rio Grande";11035
38243;"San Jose de las Pilas";11035
38243;"Popular 176";11035
38243;"12 de Octubre";11035
38243;"El Puente";11035
38243;"Villas de Juventino";11035
38244;"Magisterial";11035
38244;"Villas del Sol";11035
38244;"Plutarco Elias Calles";11035
38244;"Siglo XXI";11035
38245;"Benito Juarez";11035
38245;"Campestre";11035
38245;"Chichenitza";11035
38245;"Gustavo Cabrera";11035
38245;"Jose Maria Morelos";11035
38245;"La Luz II";11035
38245;"La Luz III";11035
38245;"Las Flores";11035
38245;"Libertadores";11035
38245;"San Pablo";11035
38245;"Union Popular Independiente";11035
38245;"Juventino Rosas";11035
38245;"Articulo 27";11035
38245;"Lazaro Cardenas";11035
38245;"Deportiva";11035
38245;"26 de Abril";11035
38245;"Prolongacion Matamoros";11035
38245;"Nueva Santa Cruz";11035
38245;"Josefina Villagomez";11035
38245;"Union de Allende";11035
38245;"La Luz";11035
38245;"Las Arboledas";11035
38245;"Agustin Gallegos";11035
38245;"Camino Real";11035
38245;"Anastacio Mendoza";11035
38245;"El Mirador";11035
38245;"Andres Delgado";11035
38246;"Agrarismo";11035
38246;"12 de Noviembre";11035
38246;"Enrique Velasco Ibarra";11035
38246;"Agrarismo Seccion II";11035
38246;"Emiliano Zapata";11035
38247;"La Haciendita";11035
38247;"Ejidal Lindavista";11035
38247;"Galeana";11035
38247;"Raymundo Flores";11035
38250;"Casa Blanca";11035
38250;"El Tecolote";11035
38250;"San Antonio Nuevo Valencia (La Chiripa)";11035
38250;"Jaralillo";11035
38250;"Valencia";11035
