d_codigo,d_asenta,d_tipo_asenta,D_mnpio,d_estado,d_ciudad,d_CP,c_estado,c_oficina,c_CP,c_tipo_asenta,c_mnpio,id_asenta_cpcons,d_zona,c_cve_ciudad
61136,Los Sauces,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2146,Urbano,03
61137,Los Fresnos,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2147,Urbano,03
61137,Otilio Monta§o,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2148,Urbano,03
61137,Insurgentes,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3208,Urbano,03
61137,La CiÇnega,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3214,Urbano,03
61137,La Villa,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3220,Urbano,03
61139,Aurora,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2149,Urbano,03
61140,La Morita,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2150,Urbano,03
61143,Los Pinos,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2153,Urbano,03
61149,La Estaci¢n,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2154,Urbano,03
61149,Ni§os HÇroes,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2155,Urbano,03
61150,L†zaro C†rdenas,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2156,Urbano,03
61150,Mariano Matamoros,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2157,Urbano,03
61150,Vasco de Quiroga,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2158,Urbano,03
61150,Puerta del Sol,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3233,Urbano,03
61150,San Isidro,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3238,Urbano,03
61150,Valle del Jaral,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3245,Urbano,03
61150,Santa Rosa,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4155,Urbano,03
61153,El Jaral,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2159,Urbano,03
61153,La Antena,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3212,Urbano,03
61153,Lomas del Jaral,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4157,Urbano,03
61153,Lomas del Jaral II,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4158,Urbano,03
61153,Lomas del Jaral III,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4159,Urbano,03
61153,Aquiles C¢rdova,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4160,Urbano,03
61153,La Palma,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4918,Urbano,03
61154,Francisco Villa,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2160,Urbano,03
61154,Tiro al Blanco,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2161,Urbano,03
61154,Francisco Villa III,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3206,Urbano,03
61154,Villa Hidalgo,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3246,Urbano,03
61155,Fresno I,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2162,Urbano,03
61155,Fresno II,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2163,Urbano,03
61155,Reforma,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2164,Urbano,03
61155,San Miguel,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2165,Urbano,03
61155,Cedritos,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3192,Urbano,03
61155,Progreso,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3231,Urbano,03
61155,Rancho San Joaqu°n,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3234,Urbano,03
61155,Tejocotes Dulces,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3241,Urbano,03
61155,Juan Pablo II,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3835,Urbano,03
61155,Perseverancia Ecol¢gica,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3840,Urbano,03
61155,Valle de Guadalupe,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3847,Urbano,03
61155,El Naranjo,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4161,Urbano,03
61155,La Loma de JosÇ µlvarez,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4162,Urbano,03
61155,El Fresno 2da. Etapa,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4841,Urbano,03
61156,El Porvenir,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2166,Urbano,03
61160,La Regadera,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2167,Urbano,03
61164,El Potrero,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4178,Urbano,03
61165,Bosque de La Virgen,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3189,Urbano,03
61165,Ampliaci¢n El Molino,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3199,Urbano,03
61165,Ampliaci¢n F†brica La Virgen,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3205,Urbano,03
61165,La Ale,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3211,Urbano,03
61165,Presa La Virgen,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3229,Urbano,03
61165,F†brica La Virgen,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4847,Urbano,03
61166,El Bosque,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2168,Urbano,03
61166,La Tener°a,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2169,Urbano,03
61166,Rosa de Castilla,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2170,Urbano,03
61166,Arboledas del R°o,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3186,Urbano,03
61166,El Calicanto,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3195,Urbano,03
61166,La Presa,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4173,Urbano,03
61167,El Pil¢n,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4171,Urbano,03
61168,ErÇndira,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2171,Urbano,03
61169,R°o Chiquito,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2172,Urbano,03
61169,Balcones del Sur,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3187,Urbano,03
61169,CuauhtÇmoc Sur,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3194,Urbano,03
61169,Perales y Ailitos,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3235,Urbano,03
61169,El Rosario,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4174,Urbano,03
61170,Lienzo Charro,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2173,Urbano,03
61170,Llanos del Ejido,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2174,Urbano,03
61170,San Francisco,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3236,Urbano,03
61170,Tlaximaloyan,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3243,Urbano,03
61170,Francisco D†valos,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3833,Urbano,03
61170,Patriotismo,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3839,Urbano,03
61173,Lomas del Hidalgo,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2175,Urbano,03
61173,Tizates,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2176,Urbano,03
61173,El Mirador de Dolores,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3198,Urbano,03
61173,Tepetates,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3242,Urbano,03
61174,El Mirador,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3197,Urbano,03
61174,Loma de Enmedio,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3224,Urbano,03
61174,La Loma,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3253,Urbano,03
61174,San Carlos,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4172,Urbano,03
61174,Barranquitas,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4175,Urbano,03
61177,Los Pinitos de Taximaroa,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4177,Urbano,03
61180,Monte Bello,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2178,Urbano,03
61180,Santa Mar°a,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2179,Urbano,03
61180,Rinconada,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3219,Urbano,03
61180,Monte Bello II,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3228,Urbano,03
61182,El Moral I,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2180,Urbano,03
61182,El Moral II,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2181,Urbano,03
61182,La Virgen,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2182,Urbano,03
61183,Camino Nuevo,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3191,Urbano,03
61183,JosÇ Mar°a Morelos,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3209,Urbano,03
61183,Puertas del Oriente,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4170,Urbano,03
61190,Cuitzillos,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2183,Urbano,03
61190,La Puerta,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2184,Urbano,03
61190,Loma Linda,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2185,Urbano,03
61190,Tierras Coloradas,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2186,Urbano,03
61190,Kitzia,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3210,Urbano,03
61190,La Joya,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3216,Urbano,03
61190,La Libertad,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3217,Urbano,03
61190,L¢pez Ray¢n,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3225,Urbano,03
61190,Vista Bella,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3247,Urbano,03
61190,Puerta del Sol,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3831,Urbano,03
61190,El TrÇbol,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3832,Urbano,03
61190,La Magdalena,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3836,Urbano,03
61190,Los µngeles,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3837,Urbano,03
61190,San L†zaro,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3844,Urbano,03
61190,San L†zaro II,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3845,Urbano,03
61190,San Pablo,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3846,Urbano,03
61192,Camelinas,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3190,Urbano,03
61192,Emiliano Zapata,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3204,Urbano,03
61192,Los Viveros,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3249,Urbano,03
61192,Luis Donaldo Colosio,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3838,Urbano,03
61192,Villa Etelvina,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4176,Urbano,03
61192,Tierras Coloradas II,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4846,Urbano,03
61194,Jardines de Hidalgo,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2187,Urbano,03
61194,El Para°so,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3201,Urbano,03
61194,Taxi Maroa 400,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,3427,Urbano,03
61194,Bugambilias,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4163,Urbano,03
61194,Agua Quemada,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4167,Urbano,03
61194,La Cascada,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4168,Urbano,03
61194,La Antorcha Campesina,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4169,Urbano,03
61195,La Pradera,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,2188,Urbano,03
61195,Las Margaritas,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4165,Urbano,03
61195,Valle de Hidalgo,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,4166,Urbano,03
61196,Presa de Ch†vez,Fraccionamiento,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,21,034,3218,Urbano,03
61196,Camino Real,Colonia,Hidalgo,Michoac†n de Ocampo,Ciudad Hidalgo,61101,16,61101,,09,034,4164,Urbano,03
61200,Los Tizates (Llano de la Tecata),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0113,Urbano,
61201,5 de Mayo,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0008,Urbano,
61201,San Bartolo Cuitareo,Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,2195,Urbano,
61203,El Cortijo,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0046,Rural,
61203,El Nogal,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0056,Rural,
61203,Grandemira,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0068,Rural,
61203,La Huerta,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0075,Rural,
61203,La Mina Vieja,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0079,Rural,
61203,Las Galeras,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0096,Rural,
61203,Rancho Grande,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0138,Rural,
61203,El Chaparro,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,2189,Rural,
61203,Huaniqueo,Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,2190,Rural,
61203,Benito Ju†rez,Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,2193,Rural,
61203,Las Caleras,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2196,Rural,
61203,Las Grutas,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2197,Rural,
61203,Puerto de Cuitareo (Puerto del Sagrado Coraz¢n),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2198,Rural,
61204,El Convento (El Encuentro),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0044,Urbano,
61204,El Potrero de la Virgen,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0059,Rural,
61204,La CiÇnega,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0072,Rural,
61204,La Mesa,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0077,Rural,
61204,Loma Seca,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0105,Rural,
61204,Magallanes (Los Pinos),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0114,Rural,
61204,Plan de Santa Rosa (Plan de Huaniqueo),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0131,Rural,
61204,Santa Rosa,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0149,Rural,
61204,La Resinera,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0163,Rural,
61204,Solache,Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,2200,Rural,
61205,La Alborada (El Pavo),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0033,Urbano,
61205,El Pavo (Ojo de Agua),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0057,Rural,
61205,Tembendado (Temendao),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0152,Rural,
61205,Ecol¢gica de Tembendado,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0167,Rural,
61206,El Pitorreal (Cerro Prieto),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0058,Rural,
61206,Manzana de Alcal† (Janamoro),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0116,Rural,
61206,Rinc¢n de Arriba (Janamoro),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0139,Rural,
61206,Camino a los Pozos,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0160,Urbano,
61206,HÇroes de Reforma,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0165,Urbano,
61206,Rinc¢n de Escobedo (Janamoro),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2203,Rural,
61206,Agua del Pino,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2205,Rural,
61207,El Jaral (Janamoro),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0050,Rural,
61207,Joyas de Birruete (Janamoro),Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,2204,Rural,
61210,Arroyo Zarco,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0025,Rural,
61210,Casa Blanca,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0030,Rural,
61210,Ejido Rinc¢n de Rubios (Rancho Ruiz),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0037,Rural,
61210,Tierras Coloradas (San Pedro),Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,0153,Rural,
61210,La Teja,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2206,Rural,
61210,San Pedro J†cuaro (Las Joyas),Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,2208,Rural,
61210,La Cuadrilla (Los Capulines),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2210,Rural,
61211,20 de Noviembre,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0012,Urbano,
61211,Piedra Azul,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0013,Urbano,
61211,El Sol,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0014,Urbano,
61211,El Valle,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0015,Urbano,
61211,La Cruz,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0016,Urbano,
61211,La Puente,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0017,Urbano,
61211,Para°so,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0018,Urbano,
61211,Teocalli,Colonia,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,09,034,0019,Urbano,
61211,San Mat°as Grande,Pueblo,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,28,034,2212,Urbano,
61213,Estanco de San Mat°as,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0066,Rural,
61213,San Isidro Alta Huerta,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2209,Rural,
61213,Rinc¢n de Rubios (Ejidos),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2214,Rural,
61214,Rosa del Ma°z,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0142,Rural,
61214,Mesa de Guadalupe (La Noria),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2211,Rural,
61214,Casas Pintas,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2215,Rural,
61215,El Capul°n,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0040,Rural,
61215,El Muerto,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0055,Rural,
61215,Mesa de Nazario (Los Pozos),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0119,Rural,
61215,Piedra del Molino,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0161,Urbano,
61215,La Ver¢nica,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0162,Rural,
61215,Colonias Unidas,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0164,Urbano,
61215,Los Pozos,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2207,Rural,
61216,Palomas San Isidro,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0123,Rural,
61216,Palomillas,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0124,Rural,
61216,Tacario,Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,2216,Rural,
61217,Agua Fr°a (P°zcuaro),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0024,Rural,
61217,Laguna Larga,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0088,Rural,
61217,Los Ajolotes,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0107,Rural,
61217,Los Ba§os de San Pedro (ErÇndira),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0108,Rural,
61217,Los Tejamaniles (Rancho Viejo),Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0112,Rural,
61220,El Charco,Rancho,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,48,034,0043,Rural,
61220,Rinc¢n del Escobal (La B¢veda),Rancher°a,Hidalgo,Michoac†n de Ocampo,,61101,16,61101,,29,034,0141,Rural,
